target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	117.841	13.7178	1.21451
SSTP_0000000200.1	653	476.625	0	0
SSTP_0000000300.1	1536	1359.47	310.697	2.38441
SSTP_0000000400.1	480	304.013	587.5	20.1618
SSTP_0000000500.1	4635	4458.47	24848	58.1458
SSTP_0000000600.1	687	510.625	0	0
SSTP_0000000700.1	300	131.276	0	0
SSTP_0000000800.1	1086	909.465	8	0.0917732
SSTP_0000000900.1	372	198.432	1	0.0525776
SSTP_0000001000.1	780	603.625	0	0
SSTP_0000001050.1	291	123.096	0	0
SSTP_0000001100.1	480	304.013	0	0
SSTP_0000001200.1	1257	1080.47	0	0
SSTP_0000001300.1	528	351.817	6	0.177929
SSTP_0000001400.1	249	87.6097	0	0
SSTP_0000001425.1	297	128.574	0	0
SSTP_0000001450.1	246	85.3357	3	0.366778
SSTP_0000001475.1	435	259.575	0	0
SSTP_0000001500.1	315	144.833	1	0.0720352
SSTP_0000001600.1	1194	1017.47	38	0.389651
SSTP_0000001700.1	516	339.852	2	0.0613978
SSTP_0000001750.1	270	104.951	9	0.894681
SSTP_0000001800.1	1464	1287.47	1576	12.7712
SSTP_0000001900.1	1818	1641.47	1317	8.37078
SSTP_0000002000.1	1212	1035.47	205	2.06552
SSTP_0000002100.1	1539	1362.47	256	1.96032
SSTP_0000002200.1	2877	2700.47	9255	35.7561
SSTP_0000002300.1	861	684.625	10890	165.954
SSTP_0000002400.1	1533	1356.47	270	2.07667
SSTP_0000002500.1	918	741.625	925	13.0128
SSTP_0000002600.1	783	606.625	299	5.14237
SSTP_0000002700.1	993	816.465	250	3.19458
SSTP_0000002800.1	660	483.625	143	3.08489
SSTP_0000002900.1	585	408.667	3314	84.6047
SSTP_0000002950.1	450	274.443	3.42217	0.130095
SSTP_0000003000.1	1263	1086.47	739	7.09644
SSTP_0000003100.1	1281	1104.47	301	2.84332
SSTP_0000003200.1	4065	3888.47	12817	34.389
SSTP_0000003300.1	1254	1077.47	5370	51.9976
SSTP_0000003400.1	1422	1245.47	1271	10.647
SSTP_0000003500.1	831	654.625	5996	95.5611
SSTP_0000003600.1	861	684.625	3009	45.8545
SSTP_0000003700.1	2061	1884.47	10692	59.1947
SSTP_0000003800.1	1092	915.465	701	7.98892
SSTP_0000003900.1	5655	5478.47	13041	24.835
SSTP_0000004000.1	1152	975.465	3	0.0320864
SSTP_0000004100.1	222	66.5977	28	4.38642
SSTP_0000004200.1	393	218.547	49	2.33917
SSTP_0000004300.1	681	504.625	387	8.00119
SSTP_0000004400.1	873	696.625	226	3.38471
SSTP_0000004500.1	609	432.625	188	4.53376
SSTP_0000004600.1	1698	1521.47	0	0
SSTP_0000004650.1	279	112.652	0	0
SSTP_0000004700.1	3486	3309.47	3	0.00945748
SSTP_0000004800.1	1023	846.465	0	0
SSTP_0000004900.1	999	822.465	0	0
SSTP_0000005000.1	3180	3003.47	1	0.00347368
SSTP_0000005050.1	396	221.481	0	0
SSTP_0000005100.1	1782	1605.47	469	3.04778
SSTP_0000005200.1	294	125.785	0	0
SSTP_0000005225.1	393	218.547	0	0
SSTP_0000005250.1	255	92.5347	0	0
SSTP_0000005275.1	288	120.44	0	0
SSTP_0000005300.1	243	82.9147	0	0
SSTP_0000005400.1	525	348.817	1	0.0299098
SSTP_0000005500.1	906	729.625	3	0.0428977
SSTP_0000005600.1	1515	1338.47	1	0.0077948
SSTP_0000005700.1	750	573.625	1	0.018188
SSTP_0000005800.1	1335	1158.47	0	0
SSTP_0000005900.1	711	534.625	1	0.0195147
SSTP_0000006000.1	300	131.276	0	0
SSTP_0000006050.1	222	66.5977	1	0.156658
SSTP_0000006100.1	300	131.276	0	0
SSTP_0000006200.1	510	333.885	0	0
SSTP_0000006300.1	609	432.625	0	0
SSTP_0000006400.1	906	729.625	0	0
SSTP_0000006425.1	231	73.614	0	0
SSTP_0000006500.1	957	780.625	10	0.13365
SSTP_0000006600.1	60	25.2917	11	4.53761
SSTP_0000006700.1	41	11.7647	12	10.6417
SSTP_0000006800.1	342	169.854	64.3253	3.9511
SSTP_0000006900.1	675	498.625	0	0
SSTP_0000007000.1	2602	2425.47	12.4773	0.0536707
SSTP_0000007100.1	198	49.6114	191	40.1665
SSTP_0000007200.1	5263	5086.47	40.5166	0.0831052
SSTP_0000007300.1	201	51.6659	62	12.5199
SSTP_0000007400.1	1146	969.465	10021	107.843
SSTP_0000007500.1	408	233.069	190	8.50514
SSTP_0000007600.1	1290	1113.47	1243	11.6468
SSTP_0000007700.1	546	369.744	10034	283.129
SSTP_0000007800.1	567	390.707	1109	29.6137
SSTP_0000007900.1	492	315.982	1163	38.3998
SSTP_0000008000.1	3756	3579.47	5087	14.8271
SSTP_0000008100.1	1701	1524.47	828	5.66663
SSTP_0000008200.1	1428	1251.47	3330	27.7611
SSTP_0000008300.1	282	115.135	119	10.7833
SSTP_0000008400.1	2142	1965.47	5768	30.6177
SSTP_0000008500.1	696	519.625	12018	241.298
SSTP_0000008600.1	780	603.625	526	9.0914
SSTP_0000008700.1	810	633.625	2131	35.0884
SSTP_0000008800.1	2457	2280.47	2030	9.2872
SSTP_0000008900.1	3666	3489.47	10533	31.4924
SSTP_0000009000.1	4140	3963.47	5679	14.9489
SSTP_0000009100.1	3690	3513.47	12026	35.7106
SSTP_0000009200.1	2886	2709.47	4720	18.1748
SSTP_0000009300.1	1272	1095.47	1104	10.5144
SSTP_0000009400.1	678	501.625	1591	33.0905
SSTP_0000009500.1	1833	1656.47	974	6.13463
SSTP_0000009600.1	2445	2268.47	7721	35.5102
SSTP_0000009700.1	2058	1881.47	5096	28.2582
SSTP_0000009800.1	672	495.625	1407	29.6178
SSTP_0000009900.1	3045	2868.47	7166	26.0639
SSTP_0000010000.1	1428	1251.47	5531	46.1102
SSTP_0000010100.1	1287	1110.47	2288	21.4963
SSTP_0000010200.1	1254	1077.47	7040	68.1681
SSTP_0000010300.1	2454	2277.47	16494	75.559
SSTP_0000010400.1	1170	993.465	1870	19.6382
SSTP_0000010500.1	1707	1530.47	4659	31.7601
SSTP_0000010600.1	4701	4524.47	535	1.23367
SSTP_0000010700.1	810	633.625	1376	22.6568
SSTP_0000010800.1	981	804.546	720	9.3367
SSTP_0000010900.1	1653	1476.47	141	0.996341
SSTP_0000011000.1	3972	3795.47	7603	20.8993
SSTP_0000011100.1	2715	2538.47	118274	486.105
SSTP_0000011200.1	4266	4089.47	13030.4	33.2431
SSTP_0000011300.1	1209	1032.47	654	6.60867
