target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	123.876	50.1073	5.25673
SSTP_0000000200.2	653	485.284	3.11009	0.0832876
SSTP_0000000300.1	1536	1368.23	5177.02	49.1727
SSTP_0000000400.1	480	312.579	949.5	39.4765
SSTP_0000000500.1	4635	4467.23	9970	29.0041
SSTP_0000000600.1	687	519.258	3.12035	0.0780949
SSTP_0000000700.1	300	137.63	3	0.283277
SSTP_0000000800.1	1086	918.23	4	0.0566124
SSTP_0000000900.1	372	206.128	0	0
SSTP_0000001000.1	780	612.23	3	0.063681
SSTP_0000001050.1	291	129.307	0	0
SSTP_0000001100.1	480	312.579	4	0.166304
SSTP_0000001200.1	1257	1089.23	0	0
SSTP_0000001300.1	528	360.53	7	0.252325
SSTP_0000001400.1	249	92.5193	0	0
SSTP_0000001425.1	297	134.812	0	0
SSTP_0000001450.1	246	89.9834	0	0
SSTP_0000001475.1	435	267.967	0	0
SSTP_0000001500.1	315	151.575	1	0.0857382
SSTP_0000001600.1	1194	1026.23	26	0.329254
SSTP_0000001700.1	516	348.53	4	0.14915
SSTP_0000001750.1	270	110.498	2	0.235223
SSTP_0000001800.1	1464	1296.23	996	9.98574
SSTP_0000001900.1	1818	1650.23	101	0.79539
SSTP_0000002000.1	1212	1044.23	35	0.435587
SSTP_0000002100.1	1539	1371.23	45	0.426486
SSTP_0000002200.1	2877	2709.23	3067	14.712
SSTP_0000002300.1	861	693.23	8504	159.422
SSTP_0000002400.1	1533	1365.23	320	3.04612
SSTP_0000002500.1	918	750.23	38	0.658252
SSTP_0000002600.1	783	615.23	3	0.0633704
SSTP_0000002700.1	993	825.23	24	0.377954
SSTP_0000002800.1	660	492.284	1	0.026399
SSTP_0000002900.1	585	417.371	2551	79.4313
SSTP_0000002950.1	450	282.802	1	0.0459537
SSTP_0000003000.1	1263	1095.23	926	10.9877
SSTP_0000003100.1	1281	1113.23	101	1.17907
SSTP_0000003200.1	4065	3897.23	12262	40.8892
SSTP_0000003300.1	1254	1086.23	2841	33.9901
SSTP_0000003400.1	1422	1254.23	307	3.181
SSTP_0000003500.1	831	663.23	3759	73.6565
SSTP_0000003600.1	861	693.23	1561	29.2637
SSTP_0000003700.1	2061	1893.23	2356	16.1724
SSTP_0000003800.1	1092	924.23	466	6.55253
SSTP_0000003900.1	5655	5487.23	6394	15.1434
SSTP_0000004000.1	1152	984.23	2	0.0264081
SSTP_0000004100.1	222	70.2894	6	1.10934
SSTP_0000004200.1	393	226.65	15	0.86008
SSTP_0000004300.1	681	513.258	286	7.24158
SSTP_0000004400.1	873	705.23	28	0.515977
SSTP_0000004500.1	609	441.307	54	1.59022
SSTP_0000004600.1	1698	1530.23	3	0.0254781
SSTP_0000004650.1	279	118.422	1	0.109741
SSTP_0000004700.1	3486	3318.23	8	0.0313319
SSTP_0000004800.1	1023	855.23	0	0
SSTP_0000004900.1	999	831.23	3	0.0469033
SSTP_0000005000.1	3180	3012.23	3	0.012943
SSTP_0000005050.1	396	229.57	1	0.0566093
SSTP_0000005100.1	1782	1614.23	36	0.289828
SSTP_0000005200.1	294	132.032	1	0.0984295
SSTP_0000005225.1	393	226.65	1	0.0573386
SSTP_0000005250.1	255	97.5598	1	0.133209
SSTP_0000005275.1	288	126.552	0	0
SSTP_0000005300.1	243	87.3839	1	0.148721
SSTP_0000005400.1	525	357.53	0	0
SSTP_0000005500.1	906	738.23	10	0.17604
SSTP_0000005600.1	1515	1347.23	8	0.0771705
SSTP_0000005700.1	750	582.23	6	0.133924
SSTP_0000005800.1	1335	1167.23	2	0.0222678
SSTP_0000005900.1	711	543.258	5	0.11961
SSTP_0000006000.1	300	137.63	1	0.0944255
SSTP_0000006050.1	222	70.2894	0	0
SSTP_0000006100.1	300	137.63	1	0.0944255
SSTP_0000006200.1	510	342.53	0	0
SSTP_0000006300.1	609	441.307	0	0
SSTP_0000006400.1	906	738.23	0	0
SSTP_0000006425.1	231	77.5214	1	0.167641
SSTP_0000006500.1	957	789.23	7	0.115265
SSTP_0000006600.1	60	20.6809	32	20.1087
SSTP_0000006700.1	41	15.5238	33	27.626
SSTP_0000006800.1	342	177.202	113.101	8.29471
SSTP_0000006900.1	675	507.284	189.754	4.86119
SSTP_0000007000.1	2602	2434.23	3.67022	0.0195945
SSTP_0000007100.1	198	52.3782	840	208.416
SSTP_0000007200.1	5263	5095.23	2.5511	0.00650678
SSTP_0000007300.1	201	54.5311	128	30.5048
SSTP_0000007400.1	1146	978.23	20627	274.03
SSTP_0000007500.1	408	241.346	180	9.6925
SSTP_0000007600.1	1290	1122.23	2059	23.8439
SSTP_0000007700.1	546	378.511	17362	596.107
SSTP_0000007800.1	567	399.472	1434	46.6515
SSTP_0000007900.1	492	324.563	1650	66.0675
SSTP_0000008000.1	3756	3588.23	5726	20.7383
SSTP_0000008100.1	1701	1533.23	302	2.55978
SSTP_0000008200.1	1428	1260.23	4851	50.0247
SSTP_0000008300.1	282	121.137	28	3.0039
SSTP_0000008400.1	2142	1974.23	5760	37.9165
SSTP_0000008500.1	696	528.258	22092	543.49
SSTP_0000008600.1	780	612.23	3899	82.764
SSTP_0000008700.1	810	642.23	2838	57.4281
SSTP_0000008800.1	2457	2289.23	1553	8.81627
SSTP_0000008900.2	3666	3498.23	6456	23.9838
SSTP_0000009000.1	4140	3972.23	13468	44.0628
SSTP_0000009100.1	3690	3522.23	21606	79.7186
SSTP_0000009200.1	2886	2718.23	10467	50.0425
SSTP_0000009300.1	1272	1104.23	815	9.59182
SSTP_0000009400.1	678	510.284	1835	46.7334
SSTP_0000009500.1	1833	1665.23	1349	10.5279
SSTP_0000009600.1	2445	2277.23	8474	48.3598
SSTP_0000009700.1	2058	1890.23	6264	43.0666
SSTP_0000009800.1	672	504.284	1826	47.0575
SSTP_0000009900.2	3045	2877.23	9468	42.7648
SSTP_0000010000.1	1428	1260.23	8746	90.1909
SSTP_0000010100.1	1287	1119.23	5505	63.9206
SSTP_0000010200.1	1254	1086.23	6397	76.5346
SSTP_0000010300.1	2454	2286.23	1564	8.89037
SSTP_0000010400.1	1170	1002.23	2726	35.3477
SSTP_0000010500.1	1707	1539.23	1654	13.9648
SSTP_0000010600.1	4701	4533.23	5553	15.9193
SSTP_0000010700.1	810	642.23	2155	43.6073
SSTP_0000010800.1	981	813.23	2729	43.6107
SSTP_0000010900.1	1653	1485.23	74	0.647502
SSTP_0000011000.1	3972	3804.23	2056	7.02359
SSTP_0000011100.1	2715	2547.23	77697	396.405
SSTP_0000011200.1	4266	4098.23	45352.7	143.817
SSTP_0000011300.2	1209	1041.23	49	0.611579
SSTP_0000011400.1	1704	1536.23	12	0.101514
SSTP_0000011500.1	1125	957.23	52	0.705976
SSTP_0000011600.1	1509	1341.23	6127	59.3673
SSTP_0000011700.1	1335	1167.23	96	1.06885
SSTP_0000011800.3	1947	1779.23	4125	30.1297
SSTP_0000011900.1	1470	1302.23	126	1.25744
SSTP_0000012000.1	276	115.776	38	4.26548
SSTP_0000012100.1	954	786.23	4	0.066117
SSTP_0000012200.1	657	489.284	5	0.132804
SSTP_0000012300.1	630	462.284	1	0.0281122
SSTP_0000012400.1	2034	1866.23	2	0.0139273
SSTP_0000012500.1	1518	1350.23	2	0.0192498
SSTP_0000012600.1	1299	1131.23	17	0.195299
SSTP_0000012700.1	2133	1965.23	17618	116.505
SSTP_0000012800.1	1809	1641.23	2567	20.3264
SSTP_0000012900.1	852	684.23	137	2.60208
SSTP_0000013000.1	5814	5646.23	20380	46.9082
SSTP_0000013100.1	2250	2082.23	4996	31.1815
SSTP_0000013200.1	2292	2124.23	3483	21.3086
SSTP_0000013300.1	2688	2520.23	6360	32.7959
SSTP_0000013400.1	2172	2004.23	13993	90.7332
SSTP_0000013500.1	4689	4521.23	4233	12.1673
SSTP_0000013600.1	1974	1806.23	2880	20.7216
SSTP_0000013700.1	339	174.389	2182	162.607
SSTP_0000013800.1	3567	3399.23	11531	44.0849
SSTP_0000013900.1	759	591.23	716	15.7384
SSTP_0000014000.1	2292	2124.23	7843	47.9826
SSTP_0000014100.1	1146	978.23	12997	172.665
SSTP_0000014200.1	1461	1293.23	151	1.51741
SSTP_0000014300.1	2505	2337.23	273	1.51797
SSTP_0000014400.1	1827	1659.23	14309	112.074
SSTP_0000014500.1	645	477.284	2701	73.5446
SSTP_0000014600.1	792	624.23	2347	48.862
SSTP_0000014700.1	453	285.788	238	10.8227
SSTP_0000014800.1	2400	2232.23	9423	54.8597
SSTP_0000014900.1	1356	1188.23	7669	83.8767
SSTP_0000015000.1	1398	1230.23	92	0.971862
SSTP_0000015050.1	225	72.7187	19	3.39555
SSTP_0000015100.1	231	77.5214	375	62.8655
SSTP_0000015200.1	1047	879.23	48	0.709483
SSTP_0000015300.1	222	70.2894	90.8848	16.8037
SSTP_0000015400.1	666	498.284	1350	35.2095
SSTP_0000015500.1	333	168.683	552	42.5275
SSTP_0000015600.1	1419	1251.23	30487.2	316.653
SSTP_0000015700.1	1329	1161.23	3108	34.7829
SSTP_0000015800.1	1134	966.23	11972	161.023
SSTP_0000015900.1	3387	3219.23	25580	103.265
SSTP_0000016000.2	1893	1725.23	14204	106.996
SSTP_0000016100.1	1968	1800.23	8771	63.3176
SSTP_0000016200.1	1296	1128.23	72	0.82935
SSTP_0000016300.1	219	67.9125	7	1.33953
SSTP_0000016400.1	204	56.7505	36	8.24396
SSTP_0000016500.1	486	318.563	26	1.06067
SSTP_0000016600.1	486	318.563	17	0.693516
SSTP_0000016700.1	333	168.683	11	0.847469
SSTP_0000016800.1	213	63.3015	6	1.2318
SSTP_0000016900.1	453	285.788	12	0.545683
SSTP_0000017000.1	963	795.23	9	0.14708
SSTP_0000017100.1	801	633.23	1782	36.572
SSTP_0000017200.1	552	384.511	17	0.57457
SSTP_0000017300.1	318	154.42	9	0.757431
SSTP_0000017400.1	489	321.563	5370	217.026
SSTP_0000017500.1	456	288.73	75	3.37576
SSTP_0000017600.1	2787	2619.23	11997	59.5254
SSTP_0000017700.1	5133	4965.23	736	1.92638
SSTP_0000017800.1	1242	1074.23	8540	103.315
SSTP_0000017900.1	702	534.258	61	1.48382
SSTP_0000018000.1	870	702.23	55	1.01786
SSTP_0000018100.1	906	738.23	318	5.59807
SSTP_0000018200.1	2679	2511.23	3106	16.0738
SSTP_0000018300.1	312	148.744	314	27.4343
SSTP_0000018400.1	1782	1614.23	7575	60.9846
SSTP_0000018500.1	1359	1191.23	2425.97	26.4663
SSTP_0000018600.1	1620	1452.23	79	0.70696
SSTP_0000018700.1	4320	4152.23	2632	8.23773
SSTP_0000018800.1	1269	1101.23	3222	38.0234
SSTP_0000018900.2	921	753.23	3003	51.812
SSTP_0000019000.1	375	209.024	30	1.86522
SSTP_0000019100.1	996	828.23	332	5.20943
SSTP_0000019200.1	204	56.7505	31.1347	7.12981
SSTP_0000019300.1	1243	1075.23	395.7	4.78264
SSTP_0000019400.1	82	24.0094	11	5.95407
SSTP_0000019500.1	456	288.73	539	24.2605
SSTP_0000019600.1	1257	1089.23	12	0.143174
SSTP_0000019700.1	1709	1541.23	206.144	1.73822
SSTP_0000019800.1	864	696.23	1533	28.6149
SSTP_0000019900.1	831	663.23	334	6.54463
SSTP_0000020000.1	756	588.23	1	0.0220931
SSTP_0000020100.1	1206	1038.23	1511	18.9136
SSTP_0000020200.1	693	525.258	30	0.742252
SSTP_0000020300.1	453	285.788	39	1.77347
SSTP_0000020400.3	2577	2409.23	813	4.38546
SSTP_0000020500.1	1353	1185.23	12751	139.812
SSTP_0000020600.1	1395	1227.23	16787	177.767
SSTP_0000020700.1	483	315.563	11	0.453012
SSTP_0000020800.1	2754	2586.23	2077	10.4369
