target_id	length	eff_length	est_counts	tpm
SVE_0000039150.1	195	61.5251	6	7.30173
SVE_0000052350.1	138	47.7548	2	3.13574
SVE_0000062250.1	117	41.7555	0	0
SVE_0000063250.1	237	72.8566	1	1.02768
SVE_0000065950.1	450	192.858	4	1.55292
SVE_0000096450.1	1542	1220.39	46.0743	2.82676
SVE_0000100.1	390	151.825	114.509	56.4707
SVE_0000115450.1	141	48.5469	1	1.54229
SVE_0000120250.1	519	244.914	3	0.917138
SVE_0000131050.1	165	54.2781	0	0
SVE_0000176450.1	210	64.9603	0	0
SVE_0000182450.1	117	41.7555	2	3.58627
SVE_0000195350.1	708	403.267	47	8.72635
SVE_0000199550.1	582	295.058	3	0.761274
SVE_0000200.1	1455	1133.39	12.4544	0.82276
SVE_0000204650.1	174	56.538	7	9.2701
SVE_0000205350.1	1902	1580.39	0	0
SVE_0000212950.1	378	143.973	4	2.08021
SVE_0000282050.1	141	48.5469	0	0
SVE_0000300.1	318	109.065	1.32472e-06	9.09424e-07
SVE_0000332450.1	120	42.8283	0	0
SVE_0000382550.1	198	62.3366	0	0
SVE_0000383350.1	2463	2141.39	959.403	33.5454
SVE_0000390450.1	327	113.797	6	3.94774
SVE_0000399650.1	102	35.8618	0	0
SVE_0000400.1	2220	1898.39	0	0
SVE_0000434133.1	225	69.5618	0	0
SVE_0000434166.1	249	77.2796	0	0
SVE_0000434250.1	243	75.1837	24	23.9009
SVE_0000441550.1	177	57.2449	28	36.6225
SVE_0000456700.1	2871	2549.39	3.17039	0.0931117
SVE_0000462850.1	210	64.9603	1	1.1526
SVE_0000477750.1	1275	953.387	250	19.6335
SVE_0000491450.1	105	37.2233	1	2.01147
SVE_0000500.1	1701	1379.39	5	0.271401
SVE_0000502650.1	150	50.9295	0	0
SVE_0000503850.1	240	73.967	0	0
SVE_0000524150.1	960	639.374	3.69425	0.432612
SVE_0000525950.1	195	61.5251	1	1.21696
SVE_0000526450.1	168	54.9469	10	13.6265
SVE_0000533850.1	237	72.8566	1.76167	1.81044
SVE_0000542450.1	198	62.3366	10	12.0111
SVE_0000546850.1	4899	4577.39	576.193	9.42491
SVE_0000569350.1	1704	1382.39	13.2236	0.716221
SVE_0000569650.1	144	49.2829	0	0
SVE_0000572950.1	303	101.539	0	0
SVE_0000576650.1	144	49.2829	13	19.7503
SVE_0000584150.1	387	149.827	44.9095	22.4427
SVE_0000600.1	3477	3155.39	1	0.0237287
SVE_0000625150.1	150	50.9295	6	8.82082
SVE_0000657250.1	111	39.3765	0	0
SVE_0000660650.1	96	33.6519	0	0
SVE_0000661550.1	276	89.0806	2	1.68102
SVE_0000662550.1	180	57.6834	0	0
SVE_0000663350.1	1521	1199.39	0	0
SVE_0000666150.1	240	73.967	4	4.04901
SVE_0000699050.1	147	50.2909	1	1.48881
SVE_0000700.1	1155	833.387	2720	244.371
SVE_0000710550.1	204	63.4625	0	0
SVE_0000720350.1	198	62.3366	1	1.20111
SVE_0000772150.1	2832	2510.39	12480.6	372.238
SVE_0000775650.1	177	57.2449	6	7.84768
SVE_0000800.1	990	668.588	70	7.8391
SVE_0000845350.1	1458	1136.39	16.0507	1.05754
SVE_0000859950.1	258	81.0972	3	2.76976
SVE_0000860150.1	183	58.2591	0	0
SVE_0000870250.1	507	235.586	1	0.317818
SVE_0000881350.1	156	52.0268	0	0
SVE_0000894350.1	228	70.5853	0	0
SVE_0000900.1	957	636.438	35	4.11755
SVE_0000936150.1	417	169.542	0	0
SVE_0000939350.1	99	34.9831	0	0
SVE_0000940450.1	138	47.7548	1	1.56787
SVE_0000944350.1	120	42.8283	1	1.74822
SVE_0000945750.1	261	82.5128	0	0
SVE_0000962850.1	114	40.3778	2	3.70863
SVE_0000992650.1	102	35.8618	0	0
SVE_0000995250.1	192	60.6913	22	27.1408
SVE_0001000.1	1029	707.387	95	10.0553
SVE_0001000000.1	345	123.912	1	0.604247
SVE_0001000100.1	165	54.2781	0	0
SVE_0001000200.1	198	62.3366	1	1.20111
SVE_0001000300.1	228	70.5853	0	0
SVE_0001000400.1	279	90.4376	0	0
SVE_0001000500.1	216	66.9731	2	2.23592
SVE_0001013900.1	195	61.5251	2	2.43391
SVE_0001071900.1	837	521.791	0	0
SVE_0001100.1	1038	716.387	3	0.313546
SVE_0001133000.1	114	40.3778	1	1.85432
SVE_0001133600.1	666	366.349	2474	505.628
SVE_0001200.1	1542	1220.39	92	5.64439
SVE_0001300.1	747	438.055	19	3.24752
SVE_0001400.1	339	120.481	0	0
SVE_0001500.1	726	419.256	384	68.577
SVE_0001600.1	1536	1214.39	23	1.41807
SVE_0001700.1	414	167.591	1	0.446762
SVE_0001800.1	2616	2294.39	5	0.163166
SVE_0001900.1	420	171.531	0	0
SVE_0002000.1	3534	3212.39	2591	60.3902
SVE_0002100.1	939	619.066	1	0.120946
SVE_0002200.1	2994	2672.39	1918	53.7374
SVE_0002300.1	1578	1256.39	37	2.20498
SVE_0002400.1	1041	719.387	11	1.14487
SVE_0002500.1	660	361.277	161	33.3666
SVE_0002600.1	1866	1544.39	208	10.084
SVE_0002700.1	2217	1895.39	1460	57.6743
SVE_0002800.1	516	242.527	8	2.46977
SVE_0002900.1	624	330.27	40	9.06813
SVE_0003000.1	624	330.27	2	0.453406
SVE_0003100.1	708	403.267	139	25.8077
SVE_0003200.1	591	302.502	35	8.66296
SVE_0003300.1	819	504.691	1195	177.284
SVE_0003400.1	1572	1250.39	244	14.6107
SVE_0003500.1	1353	1031.39	42	3.04898
SVE_0003600.1	2463	2141.39	156	5.45452
SVE_0003700.1	1494	1172.39	2	0.127728
SVE_0003800.1	1449	1127.39	13.3747	0.888255
SVE_0003900.1	654	356.019	9	1.89276
SVE_0004000.1	261	82.5128	0	0
SVE_0004100.1	393	153.588	4	1.94998
SVE_0004200.1	345	123.912	6	3.62548
SVE_0004300.1	2130	1808.39	542.494	22.4611
SVE_0004400.1	1653	1331.39	331.81	18.66
SVE_0004500.1	1374	1052.39	24131	1716.83
SVE_0004600.1	1488	1166.39	11	0.706118
SVE_0004700.1	1458	1136.39	6	0.395323
SVE_0004800.1	228	70.5853	0	0
SVE_0004900.1	255	79.6517	1	0.940008
SVE_0005000.1	375	142.168	3	1.57996
SVE_0005100.1	1425	1103.39	1432	97.1722
SVE_0005200.1	1245	923.387	2002	162.333
SVE_0005300.1	1452	1130.39	550.896	36.4896
SVE_0005400.1	834	518.948	9.10424	1.31355
SVE_0005500.1	1332	1010.39	9	0.666932
SVE_0005600.1	5463	5141.39	1054	15.3493
SVE_0005700.1	786	474.036	78	12.32
SVE_0005800.1	2655	2333.39	1642	52.6882
SVE_0005900.1	729	422.026	26	4.61277
SVE_0006000.2	7110	6788.39	628	6.9266
SVE_0006100.1	1329	1007.39	431	32.0338
SVE_0006200.1	1302	980.387	581	44.3717
SVE_0006300.1	381	145.847	0	0
SVE_0006400.1	1398	1076.39	52	3.61711
SVE_0006500.1	339	120.481	61	37.9085
SVE_0006600.1	1107	785.387	2704	257.781
SVE_0006700.1	819	504.691	61.966	9.19295
SVE_0006800.3	4095	3773.39	720	14.2866
SVE_0006900.1	603	312.617	5	1.19752
SVE_0007000.1	1491	1169.39	453	29.0046
SVE_0007100.1	1125	803.387	564	52.5632
SVE_0007200.1	2415	2093.39	79	2.82556
SVE_0007300.1	984	662.721	12	1.35574
SVE_0007400.1	1434	1112.39	2069	139.262
SVE_0007500.1	267	85.0153	1	0.880704
SVE_0007600.1	1740	1418.39	328	17.3143
SVE_0007700.1	2733	2411.39	297	9.22182
SVE_0007800.1	1989	1667.39	1390	62.4174
SVE_0007900.1	351	127.375	14	8.22946
SVE_0008000.1	1140	818.387	10	0.914889
SVE_0008100.1	537	259.14	12	3.46716
SVE_0008200.1	1674	1352.39	2796	154.797
SVE_0008300.1	1224	902.387	185	15.3499
SVE_0008400.1	711	405.919	2749	507.064
SVE_0008500.1	951	630.607	3	0.356196
SVE_0008600.1	921	601.637	1	0.124449
SVE_0008700.1	1452	1130.39	28	1.85463
SVE_0008800.1	843	527.437	4	0.567827
SVE_0008900.1	204	63.4625	30	35.3941
SVE_0009000.1	606	315.077	3	0.712904
SVE_0009100.2	1509	1187.39	182	11.4764
SVE_0009200.2	1185	863.387	1163	100.856
SVE_0009300.1	996	674.432	110	12.2119
SVE_0009400.1	483	217.278	33	11.3717
SVE_0009500.1	1911	1589.39	871	41.0313
SVE_0009600.1	1224	902.387	551	45.7179
SVE_0009700.1	1779	1457.39	2836	145.7
SVE_0009800.1	477	212.965	753	264.737
SVE_0009900.1	1518	1196.39	323	20.2143
SVE_0010000.1	1797	1475.39	142	7.20625
SVE_0010100.1	2034	1712.39	294	12.855
SVE_0010200.1	1137	815.387	2	0.183651
SVE_0010300.1	2805	2483.39	12	0.361796
SVE_0010400.1	9513	9191.39	1845	15.0294
SVE_0010500.1	3033	2711.39	74	2.04347
SVE_0010600.1	267	85.0153	1	0.880704
SVE_0010700.1	930	610.333	2077	254.798
SVE_0010800.1	1215	893.387	1.01584	0.0851358
SVE_0010900.1	2208	1886.39	1	0.0396914
SVE_0011000.1	408	163.445	1	0.458095
SVE_0011100.1	315	107.443	1	0.696865
SVE_0011200.1	231	71.1341	0	0
SVE_0011300.3	4785	4463.39	1309	21.9585
SVE_0011400.1	1419	1097.39	6	0.409372
SVE_0011500.1	1353	1031.39	16	1.16152
SVE_0011600.1	480	215.115	674	234.593
SVE_0011700.1	474	210.868	868	308.202
SVE_0011800.1	978	656.853	1833	208.94
SVE_0011900.1	5247	4925.39	49	0.744874
SVE_0012000.1	591	302.502	2	0.495026
SVE_0012100.1	1596	1274.39	21	1.2338
SVE_0012200.1	723	416.686	188	33.7812
SVE_0012300.1	1257	935.387	0	0
SVE_0012400.1	1293	971.387	7	0.539551
SVE_0012500.1	255	79.6517	0	0
SVE_0012600.1	1305	983.387	40	3.04553
SVE_0012700.1	1128	806.387	501	46.518
SVE_0012800.1	498	228.728	1055	345.351
SVE_0012900.1	837	521.791	523	75.0469
SVE_0013000.1	507	235.586	16	5.08508
SVE_0013100.1	1011	689.387	458	49.7427
SVE_0013200.1	1599	1277.39	187	10.9609
SVE_0013300.1	324	112.188	0	0
SVE_0013400.1	1104	782.387	81	7.75158
SVE_0013500.1	678	376.72	11	2.18626
SVE_0013600.1	609	317.659	33	7.77822
SVE_0013700.1	1377	1055.39	66	4.6823
SVE_0013800.2	2526	2204.39	333	11.3105
SVE_0013900.1	1470	1148.39	210	13.6917
SVE_0014000.1	219	67.6785	0	0
SVE_0014100.1	1470	1148.39	203	13.2353
SVE_0014200.1	330	115.353	19	12.3325
SVE_0014300.1	969	648.224	131	15.1312
SVE_0014400.1	1389	1067.39	664	46.5772
SVE_0014500.1	1335	1013.39	349	25.7856
SVE_0014600.1	624	330.27	28	6.34769
SVE_0014700.1	1278	956.387	233	18.241
SVE_0014800.1	1044	722.387	74	7.66989
SVE_0014900.1	297	98.8485	68	51.5069
SVE_0015000.1	2460	2138.39	632	22.1288
SVE_0015100.2	2103	1781.39	989	41.5686
SVE_0015200.1	1011	689.387	13	1.41191
SVE_0015300.1	5271	4949.39	270	4.0845
SVE_0015400.1	1971	1649.39	200	9.07893
SVE_0015500.1	240	73.967	0	0
SVE_0015600.1	822	507.555	106	15.6369
SVE_0015700.1	966	645.288	2	0.232062
SVE_0015800.1	1416	1094.39	70	4.7891
SVE_0015900.1	1863	1541.39	2	0.0971506
SVE_0016000.1	1359	1037.39	2596	187.366
SVE_0016100.1	783	471.308	375	59.5735
SVE_0016200.1	840	524.667	32	4.5666
SVE_0016300.1	834	518.948	106	15.2936
SVE_0016400.1	1887	1565.39	994	47.5436
SVE_0016500.1	921	601.637	183	22.7742
SVE_0016600.1	321	110.707	1	0.676322
SVE_0016700.1	2658	2336.39	346	11.0881
SVE_0016800.1	858	541.646	535	73.9546
