target_id	length	eff_length	est_counts	tpm
SVE_0000039150.1	195	70.6331	3	0.920607
SVE_0000052350.1	138	37.9622	11	6.28063
SVE_0000062250.1	117	28.4047	0	0
SVE_0000063250.1	237	99.2698	0	0
SVE_0000065950.1	450	275.581	15	1.17979
SVE_0000096450.1	1542	1352.11	139.022	2.2286
SVE_0000100.1	390	222.286	174.885	17.0531
SVE_0000115450.1	141	39.5624	2	1.09574
SVE_0000120250.1	519	339.123	15	0.958727
SVE_0000131050.1	165	52.453	302	124.795
SVE_0000176450.1	210	80.518	0	0
SVE_0000182450.1	117	28.4047	1742	1329.29
SVE_0000195350.1	708	520.931	4	0.166434
SVE_0000199550.1	582	398.513	84	4.56876
SVE_0000200.1	1455	1265.11	60.3621	1.03418
SVE_0000204650.1	174	57.8592	1774	664.573
SVE_0000205350.1	1902	1712.11	499.405	6.32242
SVE_0000212950.1	378	212.015	14	1.43128
SVE_0000282050.1	141	39.5624	0	0
SVE_0000300.1	318	161.82	0	0
SVE_0000332450.1	120	29.6312	3	2.19449
SVE_0000382550.1	198	72.5497	0	0
SVE_0000383350.1	2463	2273.11	4970.98	47.4006
SVE_0000390450.1	327	169.199	17	2.17778
SVE_0000399650.1	102	22.3642	2	1.93837
SVE_0000400.1	2220	2030.11	13	0.138799
SVE_0000434133.1	225	90.5747	2	0.478613
SVE_0000434166.1	249	107.909	0	0
SVE_0000434250.1	243	103.564	71	14.8598
SVE_0000441550.1	177	59.5705	535	194.663
SVE_0000456700.1	2871	2681.11	14.6332	0.118301
SVE_0000462850.1	210	80.518	288	77.5284
SVE_0000477750.1	1275	1085.11	329	6.5718
SVE_0000491450.1	105	23.4655	4	3.69481
SVE_0000500.1	1701	1511.11	8	0.114751
SVE_0000502650.1	150	44.3272	1	0.48898
SVE_0000503850.1	240	101.362	1	0.213839
SVE_0000524150.1	960	770.186	0.00928612	0.000261336
SVE_0000525950.1	195	70.6331	1	0.306869
SVE_0000526450.1	168	54.2736	3497	1396.59
SVE_0000533850.1	237	99.2698	35.9593	7.85156
SVE_0000542450.1	198	72.5497	3702	1106.02
SVE_0000546850.1	4899	4709.11	1835.21	8.44713
SVE_0000569350.1	1704	1514.11	177.419	2.53982
SVE_0000569650.1	144	41.0636	0	0
SVE_0000572950.1	303	149.523	0	0
