target_id	length	eff_length	est_counts	tpm
SVE_0000039150.1	195	63.4086	1	1.31678
SVE_0000052350.1	138	50.3442	0	0
SVE_0000062250.1	117	43.8157	0	0
SVE_0000063250.1	237	73.6577	1	1.13356
SVE_0000065950.1	450	186.053	0	0
SVE_0000096450.1	1542	1199.82	12.1064	0.842484
SVE_0000100.1	390	147.048	91.7987	52.1241
SVE_0000115450.1	141	51.055	0	0
SVE_0000120250.1	519	235.947	4	1.41549
SVE_0000131050.1	165	57.2406	0	0
SVE_0000176450.1	210	66.7168	0	0
SVE_0000182450.1	117	43.8157	3	5.71682
SVE_0000195350.1	708	388.882	29	6.22648
SVE_0000199550.1	582	283.891	1	0.294111
SVE_0000200.1	1455	1112.82	2	0.150061
SVE_0000204650.1	174	58.8657	11	15.6025
SVE_0000205350.1	1902	1559.82	0	0
SVE_0000212950.1	378	140.133	0	0
SVE_0000282050.1	141	51.055	0	0
SVE_0000300.1	318	106.693	0	0
SVE_0000332450.1	120	44.7968	1	1.86387
SVE_0000382550.1	198	63.8755	0	0
SVE_0000383350.1	2463	2120.82	655.762	25.817
SVE_0000390450.1	327	111.075	2	1.50341
SVE_0000399650.1	102	38.5788	0	0
SVE_0000400.1	2220	1877.82	1	0.0444641
SVE_0000434133.1	225	70.8633	0	0
SVE_0000434166.1	249	77.4248	0	0
SVE_0000434250.1	243	75.4727	26	28.7638
SVE_0000441550.1	177	59.114	6	8.47468
SVE_0000456700.1	2871	2528.82	3.30148	0.109007
SVE_0000462850.1	210	66.7168	3	3.75447
SVE_0000477750.1	1275	932.816	121	10.8306
SVE_0000491450.1	105	39.6269	1	2.10704
SVE_0000500.1	1701	1358.82	0	0
SVE_0000502650.1	150	53.4597	1	1.56184
SVE_0000503850.1	240	74.5758	0	0
SVE_0000524150.1	960	619.32	0	0
SVE_0000525950.1	195	63.4086	0	0
SVE_0000526450.1	168	57.6911	14	20.262
SVE_0000533850.1	237	73.6577	2.75976	3.12835
SVE_0000542450.1	198	63.8755	10	13.0716
SVE_0000546850.1	4899	4556.82	263.591	4.82983
SVE_0000569350.1	1704	1361.82	8.16068e-07	5.00346e-08
SVE_0000569650.1	144	51.8929	0	0
SVE_0000572950.1	303	99.3499	0	0
SVE_0000576650.1	144	51.8929	7	11.263
SVE_0000584150.1	387	145.334	39.3017	22.5791
SVE_0000600.1	3477	3134.82	2	0.0532697
SVE_0000625150.1	150	53.4597	9	14.0565
SVE_0000657250.1	111	41.378	0	0
SVE_0000660650.1	96	36.5199	0	0
SVE_0000661550.1	276	87.8494	0	0
SVE_0000662550.1	180	59.5938	0	0
SVE_0000663350.1	1521	1178.82	4.719	0.334246
SVE_0000666150.1	240	74.5758	4	4.47842
SVE_0000699050.1	147	52.5337	1	1.58937
SVE_0000700.1	1155	812.816	2118	217.569
SVE_0000710550.1	204	65.4033	2	2.55325
SVE_0000720350.1	198	63.8755	0	0
SVE_0000772150.1	2832	2489.82	11362.4	381.034
SVE_0000775650.1	177	59.114	1	1.41245
SVE_0000800.1	990	648.191	41	5.28133
SVE_0000845350.1	1458	1115.82	24.6509	1.8446
SVE_0000859950.1	258	80.9094	3	3.09589
SVE_0000860150.1	183	60.1994	0	0
SVE_0000870250.1	507	227.012	1	0.367802
SVE_0000881350.1	156	54.9034	0	0
SVE_0000894350.1	228	71.7846	0	0
SVE_0000900.1	957	616.429	9	1.21905
SVE_0000936150.1	417	163.826	0	0
SVE_0000939350.1	99	37.4854	0	0
SVE_0000940450.1	138	50.3442	0	0
SVE_0000944350.1	120	44.7968	0	0
SVE_0000945750.1	261	82.0941	0	0
SVE_0000962850.1	114	42.7681	3	5.85684
SVE_0000992650.1	102	38.5788	0	0
SVE_0000995250.1	192	62.4585	28	37.4308
SVE_0001000.1	1029	686.816	49	5.95687
SVE_0001000000.1	345	120.793	0	0
SVE_0001000100.1	165	57.2406	0	0
SVE_0001000200.1	198	63.8755	0	0
SVE_0001000300.1	228	71.7846	0	0
SVE_0001000400.1	279	88.9039	0	0
SVE_0001000500.1	216	68.1862	1	1.22452
SVE_0001013900.1	195	63.4086	0	0
SVE_0001071900.1	837	504.377	0	0
SVE_0001100.1	1038	695.816	5	0.599982
SVE_0001133000.1	114	42.7681	0	0
SVE_0001133600.1	666	352.731	3802	899.976
SVE_0001200.1	1542	1199.82	47	3.27074
SVE_0001300.1	747	422.993	11	2.17131
SVE_0001400.1	339	117.449	1	0.710908
SVE_0001500.1	726	404.651	238	49.1088
SVE_0001600.1	1536	1193.82	11	0.769339
SVE_0001700.1	414	161.873	0	0
SVE_0001800.1	2616	2273.82	4	0.146882
SVE_0001900.1	420	165.684	3	1.51183
SVE_0002000.1	3534	3191.82	1879	49.1532
SVE_0002100.1	939	599.389	1	0.139301
SVE_0002200.1	2994	2651.82	992	31.2342
SVE_0002300.1	1578	1235.82	20	1.35126
SVE_0002400.1	1041	698.816	4	0.477925
SVE_0002500.1	660	347.758	105	25.2101
SVE_0002600.1	1866	1523.82	99	5.42457
SVE_0002700.1	2217	1874.82	929	41.3732
SVE_0002800.1	516	233.733	0	0
SVE_0002900.1	624	317.778	23	6.04319
SVE_0003000.1	624	317.778	1	0.262748
SVE_0003100.1	708	388.882	66	14.1706
SVE_0003200.1	591	290.901	18	5.16642
SVE_0003300.1	819	487.88	1113	190.478
SVE_0003400.1	1572	1229.82	103	6.99294
SVE_0003500.1	1353	1010.82	21	1.73464
SVE_0003600.1	2463	2120.82	95	3.7401
SVE_0003700.1	1494	1151.82	6	0.434941
SVE_0003800.1	1449	1106.82	11.6417	0.878221
SVE_0003900.1	654	342.569	6.75	1.6452
SVE_0004000.1	261	82.0941	1.68232	1.71104
SVE_0004100.1	393	148.587	3	1.68579
SVE_0004200.1	345	120.793	5	3.45614
SVE_0004300.1	2130	1787.82	465.181	21.7251
SVE_0004400.1	1653	1310.82	181.573	11.5657
SVE_0004500.1	1374	1031.82	26241	2123.44
SVE_0004600.1	1488	1145.82	5	0.364349
SVE_0004700.1	1458	1115.82	7	0.523803
SVE_0004800.1	228	71.7846	0	0
SVE_0004900.1	255	79.8939	0	0
SVE_0005000.1	375	138.408	3	1.80977
SVE_0005100.1	1425	1082.82	778	59.9912
SVE_0005200.1	1245	902.816	1270	117.454
SVE_0005300.1	1452	1109.82	337	25.3537
SVE_0005400.1	834	501.607	3	0.499367
SVE_0005500.1	1332	989.816	5	0.421772
SVE_0005600.1	5463	5120.82	409	6.66878
SVE_0005700.1	786	457.777	43	7.84291
SVE_0005800.1	2655	2312.82	1043	37.6535
SVE_0005900.1	729	407.45	17	3.48367
SVE_0006000.2	7110	6767.82	273	3.36804
SVE_0006100.1	1329	986.816	281	23.7757
SVE_0006200.1	1302	959.816	406	35.3184
SVE_0006300.1	381	141.791	0	0
SVE_0006400.1	1398	1055.82	33	2.60969
SVE_0006500.1	339	117.449	46	32.7018
SVE_0006600.1	1107	764.816	2669	291.376
SVE_0006700.1	819	487.88	36	6.16101
SVE_0006800.3	4095	3752.82	308	6.85261
SVE_0006900.1	603	300.556	2	0.555606
SVE_0007000.1	1491	1148.82	238	17.2977
SVE_0007100.1	1125	782.816	348	37.1178
SVE_0007200.1	2415	2072.82	25	1.00703
SVE_0007300.1	984	642.53	5	0.649739
SVE_0007400.1	1434	1091.82	1529	116.929
SVE_0007500.1	267	84.4596	1	0.988583
SVE_0007600.1	1740	1397.82	171	10.2143
SVE_0007700.1	2733	2390.82	223	7.78792
SVE_0007800.1	1989	1646.82	790	40.0539
SVE_0007900.1	351	124.284	8	5.37451
SVE_0008000.1	1140	797.816	8	0.83724
SVE_0008100.1	537	249.629	3	1.00344
SVE_0008200.1	1674	1331.82	1744	109.336
