target_id	length	eff_length	est_counts	tpm
SPAL_0000000100.1	650	470.801	14	0.622469
SPAL_0000000200.1	301	128.462	0	0
SPAL_0000000300.1	819	639.748	1	0.0327203
SPAL_0000000400.1	5437	5257.75	86.7352	0.345321
SPAL_0000000500.1	804	624.748	0	0
SPAL_0000000600.1	1140	960.748	0	0
SPAL_0000000650.1	255	89.2816	2	0.468916
SPAL_0000000700.1	1437	1257.75	3	0.0499292
SPAL_0000000800.1	522	342.922	2	0.122085
SPAL_0000000900.1	564	384.814	0	0
SPAL_0000001000.1	383	205.387	0	0
SPAL_0000001100.1	825	645.748	0	0
SPAL_0000001200.1	234	73.0811	0	0
SPAL_0000001300.1	651	471.801	0	0
SPAL_0000001375.1	855	675.748	4	0.123909
SPAL_0000001400.1	321	146.553	2	0.285668
SPAL_0000001500.1	861	681.748	0	0
SPAL_0000001600.1	396	217.984	0	0
SPAL_0000001700.1	1140	960.748	40	0.87152
SPAL_0000001800.1	1377	1197.75	18.5949	0.324979
SPAL_0000001900.1	950	770.748	1.25111	0.0339789
SPAL_0000002000.1	789	609.748	0	0
SPAL_0000002100.1	975	795.748	1	0.0263058
SPAL_0000002200.1	222	64.3191	0	0
SPAL_0000002300.1	468	289.097	2	0.144815
SPAL_0000002400.1	1371	1191.75	0	0
SPAL_0000002500.1	1386	1206.75	28	0.4857
SPAL_0000002533.1	360	183.268	0	0
SPAL_0000002566.1	222	64.3191	7	2.27817
SPAL_0000002600.1	963	783.748	440	11.7518
SPAL_0000002700.1	4359	4179.75	336	1.68274
SPAL_0000002800.2	1125	945.748	1146.4	25.3739
SPAL_0000002900.1	1155	975.748	55	1.17992
SPAL_0000003000.1	945	765.748	305	8.3376
SPAL_0000003100.1	12486	12306.7	5429	9.23429
SPAL_0000003200.1	1923	1743.75	2232	26.794
SPAL_0000003300.1	546	366.851	77	4.39368
SPAL_0000003400.2	888	708.748	229	6.76348
SPAL_0000003500.1	3717	3537.75	1254	7.41989
SPAL_0000003600.1	1455	1275.75	7	0.114858
SPAL_0000003700.1	1032	852.748	27	0.662781
SPAL_0000003800.1	1128	948.748	755	16.658
SPAL_0000003900.1	1335	1155.75	2698	48.8659
SPAL_0000004000.1	1014	834.748	16	0.401228
SPAL_0000004100.1	1164	984.748	212	4.50648
SPAL_0000004200.1	5487	5307.75	237	0.934684
SPAL_0000004300.1	483	304.019	486	33.4629
SPAL_0000004400.1	675	495.785	115	4.85547
SPAL_0000004450.1	546	366.851	46	2.62479
SPAL_0000004500.1	231	70.8091	0	0
SPAL_0000004600.1	987	807.748	5	0.129575
SPAL_0000004700.1	1569	1389.75	2	0.0301246
SPAL_0000004800.1	204	52.306	0	0
SPAL_0000004900.1	208	54.8559	4	1.52638
SPAL_0000005000.1	705	525.768	5	0.199069
SPAL_0000005100.1	1134	954.748	0	0
SPAL_0000005200.1	975	795.748	13	0.341975
SPAL_0000005300.1	921	741.748	166	4.68467
SPAL_0000005400.1	3258	3078.75	3427	23.3006
SPAL_0000005500.1	2655	2475.75	467	3.94855
SPAL_0000005600.1	1137	957.748	39	0.852394
SPAL_0000005700.2	2907	2727.75	842	6.46152
SPAL_0000005800.1	426	247.476	29	2.45297
SPAL_0000005900.1	2859	2679.75	790	6.17106
SPAL_0000006000.1	825	645.748	3	0.097249
SPAL_0000006100.1	1212	1032.75	5093	103.23
SPAL_0000006200.1	972	792.748	46	1.21465
SPAL_0000006300.1	573	393.801	258	13.7142
SPAL_0000006400.1	525	345.911	200	12.103
SPAL_0000006500.1	963	783.748	357	9.53496
SPAL_0000006600.2	948	768.748	1002	27.2842
SPAL_0000006700.1	696	516.768	24	0.972171
SPAL_0000006800.1	1488	1308.75	28	0.447846
SPAL_0000006900.1	2016	1836.75	137	1.56134
SPAL_0000007000.1	1269	1089.75	3	0.0576265
SPAL_0000007100.1	1251	1071.75	0	0
SPAL_0000007200.1	657	477.785	0	0
SPAL_0000007300.1	657	477.785	0	0
SPAL_0000007400.1	1356	1176.75	1	0.0177887
SPAL_0000007500.1	1371	1191.75	1	0.0175648
SPAL_0000007600.1	216	60.0832	125	43.5496
SPAL_0000007700.1	300	127.577	0	0
