target_id	length	eff_length	est_counts	tpm
SRAE_0000000100.1	1707	1336.87	3617	58.7078
SRAE_0000000200.1	705	334.962	136	8.81005
SRAE_0000000250.1	1026	655.865	0	0
SRAE_0000000300.1	465	97.1342	310	69.2508
SRAE_0000000400.1	480	110.768	179	35.065
SRAE_0000000500.1	264	54.0811	44	17.654
SRAE_0000000600.1	492	122.381	394	69.8579
SRAE_0000000700.1	1035	664.865	1	0.0326363
SRAE_0000000800.1	459	92.0346	17	4.00805
SRAE_0000000900.1	360	54.3696	850	339.233
SRAE_0000001000.1	1035	664.865	22	0.717999
SRAE_0000001100.1	1238	867.865	0	0
SRAE_0000001200.1	1167	796.865	3996	108.812
SRAE_0000001300.1	1188	817.865	8	0.212248
SRAE_0000001400.1	1095	724.865	423	12.6625
SRAE_0000001500.1	2169	1798.87	1044	12.5932
SRAE_0000001600.1	426	68.832	717	226.029
SRAE_0000001700.1	1347	976.865	6508	144.56
SRAE_0000001800.1	1035	664.865	1127	36.7811
SRAE_0000001900.1	618	248.021	19	1.66226
SRAE_0000002000.1	1682	1311.87	5373	88.8715
SRAE_0000002100.1	720	349.962	21	1.30207
SRAE_0000002200.1	2688	2317.87	1223	11.4492
SRAE_0000002300.1	447	82.5446	126	33.122
SRAE_0000002500.1	1749	1378.87	12	0.18884
SRAE_0000002600.1	2040	1669.87	69	0.896608
SRAE_0000002700.1	984	613.896	2	0.070692
SRAE_0000002800.1	396	58.1116	29	10.8286
SRAE_0000002900.1	997	626.865	10	0.346147
SRAE_0000003000.1	1104	733.865	0	0
SRAE_0000003100.1	855	484.925	5	0.223733
SRAE_0000003200.1	1128	757.865	170	4.86734
SRAE_0000003300.1	687	316.978	40	2.7382
SRAE_0000003400.1	645	275.021	178	14.0439
SRAE_0000003500.1	775	404.925	2672	143.185
SRAE_0000003600.1	375	55.4702	12	4.69415
SRAE_0000003700.1	705	334.962	4	0.259119
SRAE_0000003800.1	1230	859.865	3	0.0757052
SRAE_0000003900.1	1350	979.865	1295	28.6773
SRAE_0000004000.1	660	290.007	3288	246.013
SRAE_0000004100.1	1008	637.865	2165	73.6485
SRAE_0000004200.1	759	388.925	45	2.51062
SRAE_0000004300.1	306	52.8595	3	1.2315
SRAE_0000004400.1	1686	1315.87	1695	27.9507
SRAE_0000004500.1	1689	1318.87	3118	51.2992
