target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	124.58	6.90782	0.944069
SSTP_0000000200.2	653	484.19	7.25746	0.2552
SSTP_0000000300.1	1536	1367.16	5.27055	0.0656371
SSTP_0000000400.1	480	311.651	600	32.7788
SSTP_0000000500.1	4635	4466.16	2876	10.9639
SSTP_0000000600.1	687	518.19	39973.8	1313.4
SSTP_0000000700.1	300	137.951	0	0
SSTP_0000000800.1	1086	917.156	96	1.78213
SSTP_0000000900.1	372	205.742	8	0.66203
SSTP_0000001000.1	780	611.19	9	0.250713
SSTP_0000001050.1	291	129.916	2	0.262107
SSTP_0000001100.1	480	311.651	4	0.218525
SSTP_0000001200.1	1257	1088.16	7	0.109526
SSTP_0000001300.1	528	359.454	40	1.89465
SSTP_0000001400.1	249	93.1037	4	0.731483
SSTP_0000001425.1	297	135.311	4	0.503311
SSTP_0000001450.1	246	90.6651	0	0
SSTP_0000001475.1	435	267.164	622	39.6391
SSTP_0000001500.1	315	151.679	1	0.11225
SSTP_0000001600.1	1194	1025.16	39	0.647718
SSTP_0000001700.1	516	347.471	12	0.587994
SSTP_0000001750.1	270	111.187	1	0.153129
SSTP_0000001800.1	1464	1295.16	799	10.5035
SSTP_0000001900.1	1818	1649.16	27	0.278749
SSTP_0000002000.1	1212	1043.16	23	0.375396
SSTP_0000002100.1	1539	1370.16	13	0.161542
SSTP_0000002200.1	2877	2708.16	2281	14.3404
SSTP_0000002300.1	861	692.156	16206	398.642
SSTP_0000002400.1	1533	1364.16	155	1.93454
SSTP_0000002500.1	918	749.156	8	0.181815
SSTP_0000002600.1	783	614.19	5	0.138605
SSTP_0000002700.1	993	824.156	0	0
SSTP_0000002800.1	660	491.19	9	0.311964
SSTP_0000002900.1	585	416.301	1027	42.0023
SSTP_0000002950.1	450	281.902	2	0.120793
SSTP_0000003000.1	1263	1094.16	842	13.1022
SSTP_0000003100.1	1281	1112.16	46	0.704212
SSTP_0000003200.1	4065	3896.16	8370	36.5763
SSTP_0000003300.1	1254	1085.16	1950	30.5952
SSTP_0000003400.1	1422	1253.16	198	2.69012
SSTP_0000003500.1	831	662.19	1072	27.5628
SSTP_0000003600.1	861	692.156	427	10.5035
SSTP_0000003700.1	2061	1892.16	1175	10.5728
SSTP_0000003800.1	1092	923.156	175	3.22756
SSTP_0000003900.1	5655	5486.16	3104	9.63306
SSTP_0000004000.1	1152	983.156	7100	122.955
SSTP_0000004100.1	222	71.5305	20	4.76047
SSTP_0000004200.1	393	225.977	64	4.822
SSTP_0000004300.1	681	512.19	131	4.35463
SSTP_0000004400.1	873	704.156	54	1.30568
SSTP_0000004500.1	609	440.28	32	1.23746
SSTP_0000004600.1	1698	1529.16	1.13323	0.0126177
SSTP_0000004650.1	279	119.134	0	0
SSTP_0000004700.1	3486	3317.16	6	0.0307961
SSTP_0000004800.1	1023	854.156	27.9939	0.558004
SSTP_0000004900.1	999	830.156	12	0.246112
SSTP_0000005000.1	3180	3011.16	14	0.07916
SSTP_0000005050.1	396	228.931	1	0.0743714
SSTP_0000005100.1	1782	1613.16	116	1.22431
SSTP_0000005200.1	294	132.575	0	0
SSTP_0000005225.1	393	225.977	3	0.226031
SSTP_0000005250.1	255	98.2325	1	0.173323
SSTP_0000005275.1	288	127.251	0	0
SSTP_0000005300.1	243	88.1464	0	0
SSTP_0000005400.1	525	356.454	1	0.0477648
SSTP_0000005500.1	906	737.156	48	1.10865
SSTP_0000005600.1	1515	1346.16	21	0.265604
SSTP_0000005700.1	750	581.19	21	0.615194
SSTP_0000005800.1	1335	1166.16	18	0.262801
SSTP_0000005900.1	711	542.19	6	0.188413
SSTP_0000006000.1	300	137.951	3	0.370261
SSTP_0000006050.1	222	71.5305	5	1.19012
