target_id	length	eff_length	est_counts	tpm
SRAE_0000000100.1	1707	1334.65	13	0.322983
SRAE_0000000200.1	705	332.79	0	0
SRAE_0000000250.1	1026	653.65	1	0.0507293
SRAE_0000000300.1	465	94.7636	1	0.349915
SRAE_0000000400.1	480	108.633	0	0
SRAE_0000000500.1	264	54.6248	0	0
SRAE_0000000600.1	492	120.179	0	0
SRAE_0000000700.1	1035	662.65	0	0
SRAE_0000000800.1	459	89.6559	35	12.9447
SRAE_0000000900.1	360	52.1343	60	38.1621
SRAE_0000001000.1	1035	662.65	22	1.10089
SRAE_0000001100.1	1238	865.65	1	0.0383056
SRAE_0000001200.1	1167	794.65	7	0.292096
SRAE_0000001300.1	1188	815.65	3	0.121961
SRAE_0000001400.1	1095	722.65	6	0.275313
SRAE_0000001500.1	2169	1796.65	1483	27.3704
SRAE_0000001600.1	426	66.7834	355	176.264
SRAE_0000001700.1	1347	974.65	4319	146.94
SRAE_0000001800.1	1035	662.65	534	26.7215
SRAE_0000001900.1	618	245.79	11	1.484
SRAE_0000002000.1	1682	1309.65	8087	204.756
SRAE_0000002100.1	720	347.79	22	2.09754
SRAE_0000002200.1	2688	2315.65	940	13.4604
SRAE_0000002300.1	447	80.2781	445	183.809
SRAE_0000002500.1	1749	1376.65	36	0.867128
SRAE_0000002600.1	2040	1667.65	54	1.07372
SRAE_0000002700.1	984	611.65	2	0.108425
SRAE_0000002800.1	396	56.2058	48	28.3181
SRAE_0000002900.1	997	624.65	64	3.3974
SRAE_0000003000.1	1104	731.65	1	0.0453211
SRAE_0000003100.1	855	482.707	7	0.48086
SRAE_0000003200.1	1128	755.65	108	4.73922
SRAE_0000003300.1	687	314.79	463	48.7714
SRAE_0000003400.1	645	272.79	188	22.8525
SRAE_0000003500.1	775	402.755	1778	146.385
SRAE_0000003600.1	375	53.7412	20	12.3403
SRAE_0000003700.1	705	332.79	5	0.498201
SRAE_0000003800.1	1230	857.65	59	2.28111
SRAE_0000003900.1	1350	977.65	1173	39.7849
SRAE_0000004000.1	660	287.79	1718	197.949
SRAE_0000004100.1	1008	635.65	1468	76.5794
SRAE_0000004200.1	759	386.755	46	3.94391
SRAE_0000004300.1	306	52.4457	3	1.89677
SRAE_0000004400.1	1686	1313.65	653	16.4831
SRAE_0000004500.1	1689	1316.65	888	22.3639
SRAE_0000004600.1	216	48.4934	3	2.05136
SRAE_0000004700.1	1440	1067.65	782	24.2874
SRAE_0000004800.1	1824	1451.65	1160	26.4972
SRAE_0000004900.1	721	348.79	15332	1457.6
SRAE_0000005000.1	3756	3383.65	3352	32.849
SRAE_0000005100.1	870	497.707	68	4.53043
SRAE_0000005200.1	1772	1399.65	342	8.10235
SRAE_0000005300.1	1596	1223.65	800	21.6789
SRAE_0000005400.1	684	311.79	791	84.1238
SRAE_0000005500.1	1755	1382.65	131	3.14169
SRAE_0000005600.1	936	563.707	354	20.8235
SRAE_0000005700.1	939	566.707	159	9.30342
SRAE_0000005800.1	672	299.79	401	44.3539
SRAE_0000005900.1	1584	1211.65	1285	35.1666
SRAE_0000006000.1	1112	739.65	632	28.3331
SRAE_0000006100.1	1305	932.65	2184	77.6494
SRAE_0000006200.1	770	397.755	1786	148.892
SRAE_0000006300.1	1193	820.65	2067	83.5192
SRAE_0000006400.1	1086	713.65	771	35.8239
SRAE_0000006500.1	1338	965.65	595	20.4315
SRAE_0000006600.1	713	340.79	141	13.7195
SRAE_0000006700.1	1593	1220.65	1033	28.0617
SRAE_0000006800.1	1818	1445.65	2436	55.8751
SRAE_0000006900.1	1346	973.65	7249	246.876
SRAE_0000007000.1	696	323.79	443	45.3675
SRAE_0000007100.1	3384	3011.65	93	1.02396
SRAE_0000007200.1	414	61.2928	14	7.57395
SRAE_0000007300.1	2109	1736.65	407	7.77117
SRAE_0000007400.1	2892	2519.65	694	9.13321
SRAE_0000007500.1	1587	1214.65	347	9.47289
SRAE_0000007600.1	1569	1196.65	221	6.12392
SRAE_0000007700.1	996	623.65	6	0.319017
SRAE_0000007800.1	975	602.65	34	1.87076
SRAE_0000007900.1	1152	779.65	4	0.170124
SRAE_0000008000.1	1146	773.65	3	0.128582
SRAE_0000008100.1	1263	890.65	12	0.446764
SRAE_0000008200.1	1167	794.65	26	1.08493
SRAE_0000008300.1	1632	1259.65	2.20675	0.0580907
SRAE_0000008400.1	309	52.5919	0	0
SRAE_0000008500.1	639	266.79	1.79325	0.222883
SRAE_0000008600.1	1812	1439.65	2	0.0460656
SRAE_0000008700.1	3075	2702.65	71	0.871109
SRAE_0000008800.1	945	572.65	0	0
SRAE_0000008900.1	1188	815.65	1	0.0406537
SRAE_0000009000.1	1482	1109.65	39	1.16542
SRAE_0000009100.1	216	48.4934	35	23.9326
SRAE_0000009200.1	1074	701.65	0	0
SRAE_0000009300.1	693	320.79	0	0
SRAE_0000009400.1	1254	881.65	7101	267.071
SRAE_0000009500.1	687	314.79	2	0.210675
SRAE_0000009600.1	4530	4157.65	276	2.20123
SRAE_0000009700.1	645	272.79	289	35.1297
SRAE_0000009800.1	963	590.65	1091	61.2489
SRAE_0000009900.1	2826	2453.65	1590	21.4876
SRAE_0000010000.1	2034	1661.65	2012	40.1506
SRAE_0000010100.1	2103	1730.65	2265	43.3973
SRAE_0000010200.1	1878	1505.65	6481	142.732
SRAE_0000010300.1	696	323.79	357	36.5603
SRAE_0000010400.1	1915	1542.65	20620	443.226
SRAE_0000010500.1	5855	5482.65	3139	18.9848
SRAE_0000010600.1	243	52.3983	53	33.54
SRAE_0000010700.1	780	407.755	11838	962.684
SRAE_0000010800.1	555	182.849	889	161.218
SRAE_0000010900.1	543	170.866	512	99.3616
SRAE_0000011000.1	738	365.755	133	12.0577
SRAE_0000011100.1	1028	655.65	14653	741.069
SRAE_0000011200.1	1458	1085.65	369	11.2704
SRAE_0000011300.1	993	620.65	36	1.92336
SRAE_0000011400.1	1572	1199.65	860	23.771
SRAE_0000011500.1	459	89.6559	2859	1057.4
SRAE_0000011600.1	1008	635.65	14	0.730321
SRAE_0000011700.1	744	371.755	789	70.376
SRAE_0000011800.1	2462	2089.65	1306	20.724
SRAE_0000011900.1	2691	2318.65	1229	17.576
SRAE_0000012000.1	1093	720.65	1338	61.5653
SRAE_0000012100.1	573	200.81	3410	563.085
SRAE_0000012200.1	273	54.2942	1	0.610732
SRAE_0000012300.1	429	68.4152	72	34.8967
SRAE_0000012400.1	954	581.65	4	0.228035
SRAE_0000012500.1	882	509.707	11	0.715609
SRAE_0000012600.1	996	623.65	8	0.425356
SRAE_0000012700.1	264	54.6248	1	0.607036
SRAE_0000012800.1	1182	809.65	92	3.76786
SRAE_0000012900.1	1527	1154.65	38	1.09128
SRAE_0000013000.1	681	308.79	29	3.11415
SRAE_0000013100.1	858	485.707	1303	88.9557
SRAE_0000013200.1	498	126.044	691	181.785
SRAE_0000013300.1	1095	722.65	127	5.82747
SRAE_0000013400.1	1829	1456.65	42698	971.978
SRAE_0000013500.1	1185	812.65	428	17.464
SRAE_0000013600.1	903	530.707	869	54.2961
SRAE_0000013700.1	1221	848.65	265	10.3543
SRAE_0000013800.1	887	514.707	2577	166.019
SRAE_0000013900.1	1056	683.65	1136	55.0996
SRAE_0000014000.1	867	494.707	0	0
SRAE_0000014100.1	1113	740.65	5	0.223852
SRAE_0000014150.1	1968	1595.65	532	11.0555
SRAE_0000014200.1	2085	1712.65	36	0.697008
SRAE_0000014300.1	1171	798.65	3362	139.587
SRAE_0000014400.1	2480	2107.65	11808	185.773
SRAE_0000014500.1	1524	1151.65	829	23.8692
SRAE_0000014600.1	1173	800.65	1440	59.6381
SRAE_0000014700.1	2493	2120.65	147	2.29854
SRAE_0000014800.1	378	54.1145	15	9.19139
SRAE_0000014900.1	1281	908.65	156	5.69288
SRAE_0000015000.1	540	167.883	865	170.849
SRAE_0000015100.1	216	48.4934	0	0
SRAE_0000015200.1	747	374.755	25	2.21206
SRAE_0000015300.1	216	48.4934	28	19.1461
SRAE_0000015400.1	1401	1028.65	12061	388.794
SRAE_0000015500.1	2613	2240.65	486	7.19228
SRAE_0000015600.1	2820	2447.65	122	1.65278
SRAE_0000015700.1	618	245.79	4562	615.455
SRAE_0000015800.1	975	602.65	10	0.550223
SRAE_0000015900.1	3724	3351.65	1430	14.1476
SRAE_0000016000.1	1587	1214.65	1139	31.094
SRAE_0000016100.1	1526	1153.65	5362	154.119
SRAE_0000016200.1	1099	726.65	1226	55.946
SRAE_0000016250.1	864	491.707	0	0
SRAE_0000016300.1	894	521.707	1048	66.6098
SRAE_0000016400.1	401	57.2217	149.479	86.6212
SRAE_0000016500.1	1119	746.65	547.521	24.3157
SRAE_0000016600.1	1362	989.65	45	1.50777
SRAE_0000016700.1	3162	2789.65	1010	12.0054
SRAE_0000016800.1	858	485.707	1192	81.3778
SRAE_0000016900.1	459	89.6559	2050	758.192
SRAE_0000017000.1	1395	1022.65	1621	52.5606
SRAE_0000017100.1	930	557.707	375.138	22.3043
SRAE_0000017200.1	1238	865.65	12109.9	463.875
SRAE_0000017300.1	594	221.79	2611	390.364
SRAE_0000017400.1	1103	730.65	15748	714.694
SRAE_0000017500.1	1097	724.65	2124	97.1919
SRAE_0000017600.1	462	92.2381	249	89.5144
SRAE_0000017700.1	1017	644.65	867	44.5963
SRAE_0000017800.1	981	608.65	765	41.6771
SRAE_0000017900.1	1863	1490.65	1855	41.2641
SRAE_0000018000.1	339	51.5248	12	7.7227
SRAE_0000018100.1	576	203.79	3090	502.783
SRAE_0000018200.1	1706	1333.65	4092	101.741
SRAE_0000018300.1	531	158.899	80	16.6944
SRAE_0000018400.1	1117	744.65	2300	102.419
SRAE_0000018500.1	534	161.899	17	3.48183
SRAE_0000018600.1	1940	1567.65	549	11.6125
SRAE_0000018700.1	228	51.4029	12	7.74101
SRAE_0000018800.1	5541	5168.65	683	4.38175
SRAE_0000018900.1	360	52.1343	195	124.027
SRAE_0000019000.1	1101	728.65	439	19.9779
SRAE_0000019100.1	2283	1910.65	716	12.4261
SRAE_0000019200.1	745	372.755	697	62.0032
SRAE_0000019300.1	2277	1904.65	14038	244.396
SRAE_0000019400.1	3867	3494.65	377	3.57719
SRAE_0000019500.1	1635	1262.65	574	15.0742
SRAE_0000019600.1	1035	662.65	644	32.2259
SRAE_0000019700.1	1680	1307.65	1654	41.9419
SRAE_0000019800.1	1480	1107.65	5088	152.317
SRAE_0000019900.1	450	82.5254	353	141.837
SRAE_0000020000.1	816	443.755	379	28.3205
SRAE_0000020100.1	1203	830.65	760	30.3389
SRAE_0000020200.1	1520	1147.65	8769	253.364
SRAE_0000020300.1	312	52.1007	127	80.8285
SRAE_0000020400.1	1518	1145.65	459	13.2851
SRAE_0000020500.1	795	422.755	4	0.313744
SRAE_0000020600.1	1311	938.65	5	0.176632
SRAE_0000020700.1	366	52.8318	0	0
SRAE_0000020800.1	1592	1219.65	1205	32.7609
SRAE_0000020900.1	2247	1874.65	13	0.229947
SRAE_0000021000.1	2274	1901.65	42	0.732357
SRAE_0000021100.1	1227	854.65	13	0.504381
SRAE_0000021200.1	2493	2120.65	9372	146.544
SRAE_0000021300.1	1230	857.65	150	5.79943
SRAE_0000021400.1	2793	2420.65	20	0.273969
SRAE_0000021500.1	999	626.65	152	8.04308
SRAE_0000021600.1	2860	2487.65	2623	34.9634
SRAE_0000021610.1	1487	1114.65	1258	37.4237
SRAE_0000021700.1	1587	1214.65	448	12.2301
SRAE_0000021800.1	651	278.79	16	1.90304
SRAE_0000021900.1	1005	632.65	7	0.366892
SRAE_0000022000.1	255	54.8834	0	0
SRAE_0000022100.1	450	82.5254	3752	1507.58
SRAE_0000022200.1	1341	968.65	64	2.19087
SRAE_0000022300.1	1005	632.65	967	50.6835
SRAE_0000022400.1	2331	1958.65	286	4.84187
SRAE_0000022500.1	735	362.755	881	80.5318
SRAE_0000022600.1	660	287.79	258	29.7268
SRAE_0000022700.1	2892	2519.65	1520	20.0036
SRAE_0000022800.1	1926	1553.65	15724	335.594
SRAE_0000022900.1	393	55.5524	2	1.1938
SRAE_0000023000.1	951	578.65	405	23.2083
SRAE_0000023100.1	2187	1814.65	3371	61.5985
SRAE_0000023200.1	4224	3851.65	2361	20.3261
SRAE_0000023300.1	1275	902.65	147	5.4001
SRAE_0000023400.1	999	626.65	851	45.0307
SRAE_0000023500.1	957	584.65	16	0.907461
SRAE_0000023600.1	954	581.65	1642	93.6085
SRAE_0000023700.1	1835	1462.65	11179	253.435
SRAE_0000023800.1	1316	943.65	2623	92.1704
SRAE_0000023900.1	549	176.849	98	18.3751
SRAE_0000024000.1	1081	708.65	552	25.8292
SRAE_0000024100.1	4236	3863.65	1936	16.6154
SRAE_0000024200.1	1650	1277.65	0	0
SRAE_0000024300.1	939	566.707	5	0.29256
SRAE_0000024400.1	1681	1308.65	1101	27.8977
SRAE_0000024500.1	1026	653.65	9	0.456564
SRAE_0000024600.1	843	470.755	606	42.6857
SRAE_0000024700.1	1449	1076.65	185	5.69772
SRAE_0000024800.1	960	587.65	825	46.5521
SRAE_0000024900.1	243	52.3983	15	9.49244
SRAE_0000025000.1	606	233.79	84	11.914
SRAE_0000025100.1	537	164.883	3	0.603322
SRAE_0000025200.1	6285	5912.65	23	0.128988
SRAE_0000025300.1	372	53.302	0	0
SRAE_0000025400.1	3234	2861.65	387	4.48434
SRAE_0000025500.1	4014	3641.65	1294	11.7826
SRAE_0000025600.1	462	92.2381	0	0
SRAE_0000025650.1	456	87.172	0	0
SRAE_0000025700.1	393	55.5524	0	0
SRAE_0000025800.1	2871	2498.65	734	9.7408
SRAE_0000025900.1	2763	2390.65	266	3.68952
SRAE_0000026000.1	825	452.755	6	0.439433
SRAE_0000026100.1	432	70.0038	6	2.84206
SRAE_0000026200.1	1331	958.65	154	5.32678
SRAE_0000026300.1	1011	638.65	65	3.37485
SRAE_0000026400.1	714	341.79	0	0
SRAE_0000026500.1	1137	764.65	210	9.10669
SRAE_0000026600.1	2634	2261.65	465	6.8176
SRAE_0000026650.1	1278	905.65	0	0
SRAE_0000026700.1	624	251.79	605	79.675
SRAE_0000026800.1	1161	788.65	346	14.5477
SRAE_0000026900.1	850	477.707	669	46.4374
SRAE_0000027000.1	1239	866.65	233	8.91489
SRAE_0000027100.1	1350	977.65	129	4.37533
SRAE_0000027200.1	921	548.707	105	6.34531
SRAE_0000027300.1	657	284.79	5	0.58217
SRAE_0000027400.1	1182	809.65	1	0.040955
SRAE_0000027500.1	1923	1550.65	40	0.855363
SRAE_0000027600.1	666	293.79	988	111.513
SRAE_0000027700.1	639	266.79	26	3.23153
SRAE_0000027800.1	1437	1064.65	42	1.30812
SRAE_0000027900.1	1158	785.65	1	0.0422061
SRAE_0000028000.1	579	206.79	0	0
SRAE_0000028100.1	933	560.707	115.743	6.84481
SRAE_0000028200.1	2202	1829.65	10	0.181232
SRAE_0000028300.1	285	53.6258	1408	870.629
SRAE_0000028400.1	405	58.4328	554	314.381
SRAE_0000028500.1	243	52.3983	1	0.632829
SRAE_0000028600.1	249	54.447	1	0.609018
SRAE_0000028700.1	255	54.8834	0	0
SRAE_0000028800.1	243	52.3983	0	0
SRAE_0000028900.1	249	54.447	2	1.21804
SRAE_0000029000.1	243	52.3983	14	8.85961
SRAE_0000029100.1	840	467.755	869	61.6036
SRAE_0000029200.1	873	500.707	344	22.7813
SRAE_0000029300.1	1329	956.65	887	30.745
SRAE_0000029400.1	1860	1487.65	45	1.00303
SRAE_0000029500.1	756	383.755	26	2.24659
SRAE_0000029600.1	612	239.79	622	86.013
SRAE_0000029700.1	952	579.65	3325	190.208
SRAE_0000029800.1	1641	1268.65	2384	62.3115
SRAE_0000029900.1	3207	2834.65	275	3.2169
SRAE_0000030000.1	915	542.707	1728	105.58
SRAE_0000030100.1	3560	3187.65	11789	122.634
SRAE_0000030200.1	1119	746.65	412	18.2972
SRAE_0000030300.1	1999	1626.65	5607	114.298
SRAE_0000030400.1	403	57.7152	96	55.155
SRAE_0000030500.1	1785	1412.65	2125	49.8802
SRAE_0000030600.1	2442	2069.65	100	1.60216
SRAE_0000030700.1	918	545.707	44	2.6736
SRAE_0000030800.1	3126	2753.65	2518	30.3215
SRAE_0000030900.1	1278	905.65	907	33.2086
SRAE_0000030950.1	358	51.8614	842	538.359
SRAE_0000031000.1	1932	1559.65	2963	62.9954
SRAE_0000031100.1	2193	1820.65	8698	158.415
SRAE_0000031200.1	1500	1127.65	186	5.46944
SRAE_0000031300.1	1731	1358.65	3327.23	81.2044
SRAE_0000031400.1	695	322.79	6084.77	625.07
SRAE_0000031500.1	1128	755.65	623	27.3383
SRAE_0000031600.1	1674	1301.65	5854	149.129
SRAE_0000031700.1	671	298.79	184	20.42
SRAE_0000031800.1	4494	4121.65	695	5.59136
SRAE_0000031900.1	1158	785.65	1692	71.4127
SRAE_0000032000.1	954	581.65	21	1.19719
SRAE_0000032100a.1	2811	2438.65	400.028	5.43932
SRAE_0000032100b.1	2250	1877.65	505.133	8.92062
SRAE_0000032100c.1	2160	1787.65	853.839	15.8379
SRAE_0000032200.1	1272	899.65	60	2.21147
SRAE_0000032300.1	420	63.8082	67	34.8179
SRAE_0000032400.1	561	188.849	196	34.4149
SRAE_0000032500.1	2001	1628.65	9	0.183239
SRAE_0000032600.1	522	149.899	386	85.387
SRAE_0000032700.1	2190	1817.65	101702	1855.34
SRAE_0000032800.1	1935	1562.65	2963	62.8744
SRAE_0000032900.1	765	392.755	31	2.61725
SRAE_0000033000.1	1641	1268.65	34	0.888671
SRAE_0000033100.1	1305	932.65	25	0.888844
SRAE_0000033200.1	1017	644.65	1631	83.8946
SRAE_0000033300.1	1492	1119.65	1930	57.1583
SRAE_0000033400.1	2049	1676.65	2175	43.0151
SRAE_0000033500.1	774	401.755	7	0.577752
SRAE_0000033600.1	3097	2724.65	26208	318.953
SRAE_0000033700.1	1617	1244.65	587	15.6385
SRAE_0000033800.1	2343	1970.65	3394	57.1092
SRAE_0000033900.1	1026	653.65	121	6.13824
SRAE_0000034000.1	1042	669.65	6447	319.237
SRAE_0000034100.1	531	158.899	318	66.3604
SRAE_0000034200.1	875	502.707	2024	133.506
SRAE_0000034300.1	1260	887.65	260	9.7126
SRAE_0000034400.1	420	63.8082	48	24.9442
SRAE_0000034500.1	981	608.65	1210	65.9207
SRAE_0000034600.1	435	71.8658	352	162.414
SRAE_0000034700.1	1986	1613.65	338	6.94563
SRAE_0000034800.1	561	188.849	384	67.4251
SRAE_0000034900.1	3705	3332.65	173	1.72132
SRAE_0000035000.1	267	54.6375	199	120.772
SRAE_0000035100.1	1380	1007.65	2147	70.6523
SRAE_0000035200.1	2139	1766.65	5814	109.126
SRAE_0000035300.1	2277	1904.65	50	0.87048
SRAE_0000035400.1	2436	2063.65	6315	101.471
SRAE_0000035500.1	1194	821.65	7	0.282498
SRAE_0000035600.1	2547	2174.65	6784	103.443
SRAE_0000035700.1	1056	683.65	41	1.98863
SRAE_0000035800.1	1194	821.65	812	32.7698
SRAE_0000035900.1	414	61.2928	175	94.6744
SRAE_0000036000.1	294	53.2041	27	16.8276
SRAE_0000036100.1	1903	1530.65	1209	26.1911
SRAE_0000036200.1	3073	2700.65	4457	54.7241
SRAE_0000036300.1	1173	800.65	999	41.3739
SRAE_0000036400.1	777	404.755	958	78.4834
SRAE_0000036500.1	888	515.707	2	0.128597
SRAE_0000036550.1	171	48.6744	308	209.823
SRAE_0000036600.1	2328	1955.65	3339	56.6147
SRAE_0000036700.1	963	590.65	25	1.4035
SRAE_0000036800.1	3388	3015.65	13735	151.026
SRAE_0000036900.1	3489	3116.65	64	0.68092
SRAE_0000037000.1	1745	1372.65	1290	31.1626
SRAE_0000037100.1	1173	800.65	5	0.207077
SRAE_0000037200.1	705	332.79	7	0.697481
SRAE_0000037300.1	1658	1285.65	1329	34.2773
SRAE_0000037400.1	1209	836.65	16	0.634133
SRAE_0000037500.1	474	103.026	4	1.28741
SRAE_0000037600.1	1536	1163.65	18	0.512925
SRAE_0000037700.1	1956	1583.65	94	1.96822
SRAE_0000037800.1	1791	1418.65	112	2.61786
SRAE_0000037900.1	1831	1458.65	11829	268.906
SRAE_0000038000.1	441	75.9261	112	48.9138
SRAE_0000038100.1	201	46.436	18	12.8535
SRAE_0000038200.1	3282	2909.65	1698	19.3509
SRAE_0000038300.1	648	275.79	399	47.9733
SRAE_0000038400.1	3372	2999.65	2161	23.8885
SRAE_0000038500.1	465	94.7636	17	5.94856
SRAE_0000038600.1	2007	1634.65	1094	22.192
SRAE_0000038700.1	375	53.7412	242	149.318
SRAE_0000038800.1	897	524.707	807	50.9989
SRAE_0000038900.1	693	320.79	3020	312.17
SRAE_0000039000.1	1710	1337.65	6443	159.716
SRAE_0000039100.1	1242	869.65	181	6.90141
SRAE_0000039200.1	1059	686.65	483	23.3247
SRAE_0000039300.1	900	527.707	27594	1733.91
SRAE_0000039400.1	1950	1577.65	5396	113.414
SRAE_0000039500.1	951	578.65	29	1.66183
SRAE_0000039600.1	546	173.866	221	42.1485
SRAE_0000039700.1	2637	2264.65	622	9.10738
SRAE_0000039800.1	936	563.707	5824	342.588
SRAE_0000039900.1	1347	974.65	423	14.3912
SRAE_0000040000.1	1200	827.65	197	7.89266
SRAE_0000040100.1	849	476.707	1	0.0695588
SRAE_0000040200.1	279	53.9574	7	4.30181
SRAE_0000040300.1	1230	857.65	370	14.3053
SRAE_0000040400.1	1242	869.65	48	1.83021
SRAE_0000040500.1	243	52.3983	6	3.79698
SRAE_0000040600.1	533	160.899	12215	2517.35
SRAE_0000040700.1	962	589.65	481.063	27.0528
SRAE_0000040800.1	612	239.79	2899.94	401.017
SRAE_0000040900.1	1422	1049.65	646	20.4076
SRAE_0000041000.1	2550	2177.65	559	8.51193
SRAE_0000041100.1	606	233.79	9927	1407.98
SRAE_0000041200.1	1035	662.65	9	0.450363
SRAE_0000041300.1	5367	4994.65	11018	73.1479
SRAE_0000041400.1	2224	1851.65	4091	73.2613
SRAE_0000041500.1	1473	1100.65	5903	177.839
SRAE_0000041600.1	3132	2759.65	12639	151.867
SRAE_0000041700.1	1566	1193.65	2267	62.9765
SRAE_0000041800.1	1320	947.65	1557	54.481
SRAE_0000041900.1	1344	971.65	19	0.648407
SRAE_0000042000.1	1119	746.65	20.7967	0.923593
SRAE_0000042100.1	1464	1091.65	6545	198.806
SRAE_0000042200.1	753	380.755	376.5	32.7887
