target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	119.993	3.30918	0.444788
SSTP_0000000200.2	653	477.705	1.83944	0.0621034
SSTP_0000000300.1	1536	1360.67	6.5459	0.0775898
SSTP_0000000400.1	480	305.452	538.5	28.4335
SSTP_0000000500.1	4635	4459.67	3054	11.0447
SSTP_0000000600.1	687	511.705	37753.8	1189.95
SSTP_0000000700.1	300	133.108	1	0.121167
SSTP_0000000800.1	1086	910.672	124	2.19608
SSTP_0000000900.1	372	199.866	8	0.645564
SSTP_0000001000.1	780	604.705	9	0.240042
SSTP_0000001050.1	291	125.132	0	0
SSTP_0000001100.1	480	305.452	6	0.316808
SSTP_0000001200.1	1257	1081.67	4	0.0596421
SSTP_0000001300.1	528	352.979	48	2.19321
SSTP_0000001400.1	249	89.7113	0	0
SSTP_0000001425.1	297	130.376	4	0.494823
SSTP_0000001450.1	246	87.4406	1	0.184449
SSTP_0000001475.1	435	261.144	603	37.2414
SSTP_0000001500.1	315	146.568	4	0.440158
SSTP_0000001600.1	1194	1018.67	40	0.633307
SSTP_0000001700.1	516	341.065	23	1.08762
SSTP_0000001750.1	270	107.091	6	0.903618
SSTP_0000001800.1	1464	1288.67	840	10.513
SSTP_0000001900.1	1818	1642.67	28	0.274913
SSTP_0000002000.1	1212	1036.67	13	0.202251
SSTP_0000002100.1	1539	1363.67	15	0.177407
SSTP_0000002200.1	2877	2701.67	2341	13.9752
SSTP_0000002300.1	861	685.672	15401	362.261
SSTP_0000002400.1	1533	1357.67	129	1.53244
SSTP_0000002500.1	918	742.672	14	0.304032
SSTP_0000002600.1	783	607.705	3	0.0796191
SSTP_0000002700.1	993	817.672	3	0.059174
SSTP_0000002800.1	660	484.705	19	0.632215
SSTP_0000002900.1	585	409.773	1016	39.9888
SSTP_0000002950.1	450	275.859	1	0.0584657
SSTP_0000003000.1	1263	1087.67	831	12.3223
SSTP_0000003100.1	1281	1105.67	52	0.758518
SSTP_0000003200.1	4065	3889.67	9059	37.5626
SSTP_0000003300.1	1254	1078.67	1869	27.9453
SSTP_0000003400.1	1422	1246.67	190	2.45805
SSTP_0000003500.1	831	655.705	893	21.965
SSTP_0000003600.1	861	685.672	419	9.85567
SSTP_0000003700.1	2061	1885.67	1347	11.521
SSTP_0000003800.1	1092	916.672	204	3.58926
SSTP_0000003900.1	5655	5479.67	3242	9.54217
SSTP_0000004000.1	1152	976.672	6752	111.499
SSTP_0000004100.1	222	69.0121	25	5.84257
SSTP_0000004200.1	393	220.135	82	6.00777
SSTP_0000004300.1	681	505.705	140	4.46498
SSTP_0000004400.1	873	697.672	70	1.61821
SSTP_0000004500.1	609	433.773	31	1.15262
SSTP_0000004600.1	1698	1522.67	4	0.0423684
SSTP_0000004650.1	279	114.759	2	0.281081
SSTP_0000004700.1	3486	3310.67	14	0.0682025
SSTP_0000004800.1	1023	847.672	0	0
SSTP_0000004900.1	999	823.672	14	0.274134
SSTP_0000005000.1	3180	3004.67	12	0.0644129
SSTP_0000005050.1	396	223.024	3	0.21695
SSTP_0000005100.1	1782	1606.67	101	1.01387
SSTP_0000005200.1	294	127.761	3	0.378713
SSTP_0000005225.1	393	220.135	4	0.293062
SSTP_0000005250.1	255	94.5311	0	0
SSTP_0000005275.1	288	122.589	1	0.131564
SSTP_0000005300.1	243	85.1133	1	0.189492
SSTP_0000005400.1	525	349.996	2	0.0921626
SSTP_0000005500.1	906	730.672	66	1.45683
SSTP_0000005600.1	1515	1339.67	30	0.36117
SSTP_0000005700.1	750	574.705	22	0.6174
SSTP_0000005800.1	1335	1159.67	17	0.23643
SSTP_0000005900.1	711	535.705	9	0.27096
SSTP_0000006000.1	300	133.108	1	0.121167
SSTP_0000006050.1	222	69.0121	8	1.86962
SSTP_0000006100.1	300	133.108	9	1.0905
SSTP_0000006200.1	510	335.116	5	0.240637
SSTP_0000006300.1	609	433.773	3	0.111544
SSTP_0000006400.1	906	730.672	11	0.242806
SSTP_0000006425.1	231	75.8525	1	0.212627
SSTP_0000006500.1	957	781.672	12.9386	0.266964
SSTP_0000006600.1	60	25.1636	10	6.40937
SSTP_0000006700.1	41	16.5312	13	12.6831
SSTP_0000006800.1	342	171.608	36.4834	3.42883
SSTP_0000006900.1	675	499.705	408.577	13.1871
SSTP_0000007000.1	2602	2426.67	4557.91	30.293
SSTP_0000007100.1	198	52.2204	408	126.011
SSTP_0000007200.1	5263	5087.67	3.77428	0.0119648
SSTP_0000007300.1	201	54.2679	47	13.9683
SSTP_0000007400.1	1146	970.672	14212	236.141
SSTP_0000007500.1	408	234.701	580	39.8568
SSTP_0000007600.1	1290	1114.67	2833	40.991
SSTP_0000007700.1	546	370.887	11996	521.655
SSTP_0000007800.1	567	391.773	1263	51.9945
SSTP_0000007900.1	492	317.328	1170	59.4656
SSTP_0000008000.1	3756	3580.67	6902	31.0884
SSTP_0000008100.1	1701	1525.67	233	2.46311
SSTP_0000008200.1	1428	1252.67	7761	99.9238
SSTP_0000008300.1	282	117.401	14	1.92329
SSTP_0000008400.1	2142	1966.67	6166	50.5662
SSTP_0000008500.1	696	520.705	13069	404.799
SSTP_0000008600.1	780	604.705	1752	46.7282
SSTP_0000008700.1	810	634.705	1541	39.1579
SSTP_0000008800.1	2457	2281.67	1143	8.07945
SSTP_0000008900.2	3666	3490.67	4466	20.6347
SSTP_0000009000.1	4140	3964.67	11173	45.4518
SSTP_0000009100.1	3690	3514.67	15014	68.897
SSTP_0000009200.1	2886	2710.67	9217	54.8405
SSTP_0000009300.1	1272	1096.67	196	2.88249
SSTP_0000009400.1	678	502.705	795	25.506
SSTP_0000009500.1	1833	1657.67	1836	17.8633
SSTP_0000009600.1	2445	2269.67	7133	50.6871
SSTP_0000009700.1	2058	1882.67	7147	61.2263
SSTP_0000009800.1	672	496.705	1432	46.4979
SSTP_0000009900.2	3045	2869.67	7189	40.404
SSTP_0000010000.1	1428	1252.67	7027	90.4735
SSTP_0000010100.1	1287	1111.67	5393	78.2424
SSTP_0000010200.1	1254	1078.67	8055	120.438
SSTP_0000010300.1	2454	2278.67	825	5.8393
SSTP_0000010400.1	1170	994.672	2272	36.8398
SSTP_0000010500.1	1707	1531.67	2927	30.8209
SSTP_0000010600.1	4701	4525.67	8479	30.2169
SSTP_0000010700.1	810	634.705	1823	46.3237
SSTP_0000010800.1	981	805.672	1594	31.9094
SSTP_0000010900.1	1653	1477.67	69	0.753112
SSTP_0000011000.1	3972	3796.67	1844	7.83333
SSTP_0000011100.1	2715	2539.67	16115	102.339
SSTP_0000011200.1	4266	4090.67	27332.2	107.763
SSTP_0000011300.2	1209	1033.67	40	0.624117
SSTP_0000011400.1	1704	1528.67	10	0.105505
SSTP_0000011500.1	1125	949.672	52	0.883117
SSTP_0000011600.1	1509	1333.67	3692	44.6479
SSTP_0000011700.1	1335	1159.67	41	0.570213
SSTP_0000011800.3	1947	1771.67	3096	28.1842
SSTP_0000011900.1	1470	1294.67	115	1.43261
SSTP_0000012000.1	276	112.164	18	2.58826
SSTP_0000012100.1	954	778.672	17	0.352114
SSTP_0000012200.1	657	481.705	0	0
SSTP_0000012300.1	630	454.728	0	0
SSTP_0000012400.1	2034	1858.67	1	0.00867732
SSTP_0000012500.1	1518	1342.67	2	0.0240242
SSTP_0000012600.1	1299	1123.67	8	0.114826
SSTP_0000012700.1	2133	1957.67	16748	137.979
SSTP_0000012800.1	1809	1633.67	2773	27.3762
SSTP_0000012900.1	852	676.672	39	0.929555
SSTP_0000013000.1	5814	5638.67	14942	42.7386
SSTP_0000013100.1	2250	2074.67	4958	38.543
SSTP_0000013200.1	2292	2116.67	5745	43.7749
SSTP_0000013300.1	2688	2512.67	5440	34.9182
SSTP_0000013400.1	2172	1996.67	8556	69.1119
SSTP_0000013500.1	4689	4513.67	718	2.56557
SSTP_0000013600.1	1974	1798.67	2144	19.2248
SSTP_0000013700.1	339	168.782	1784	170.474
SSTP_0000013800.1	3567	3391.67	15670	74.515
SSTP_0000013900.1	759	583.705	661	18.264
SSTP_0000014000.1	2292	2116.67	5506	41.9538
SSTP_0000014100.1	1146	970.672	10477	174.082
SSTP_0000014200.1	1461	1285.67	53	0.664866
SSTP_0000014300.1	2505	2329.67	1258	8.70912
SSTP_0000014400.1	1827	1651.67	10395	101.505
SSTP_0000014500.1	645	469.705	2559	87.8686
SSTP_0000014600.1	792	616.705	1454	38.0256
SSTP_0000014700.1	453	278.803	87	5.0328
SSTP_0000014800.1	2400	2224.67	9263	67.1544
SSTP_0000014900.1	1356	1180.67	6157	84.1063
SSTP_0000015000.1	1398	1222.67	102	1.34548
SSTP_0000015050.1	225	71.3048	26	5.88089
SSTP_0000015100.1	231	75.8525	88	18.7112
SSTP_0000015200.1	1047	871.672	15	0.277541
SSTP_0000015300.1	222	69.0121	129.756	30.3243
SSTP_0000015400.1	666	490.705	1319	43.3524
SSTP_0000015500.1	333	163.266	562	55.5173
SSTP_0000015600.1	1419	1243.67	24551.7	318.393
SSTP_0000015700.1	1329	1153.67	460	6.43079
SSTP_0000015800.1	1134	958.672	9276	156.056
SSTP_0000015900.1	3387	3211.67	30086	151.085
SSTP_0000016000.2	1893	1717.67	15981	150.056
SSTP_0000016100.1	1968	1792.67	10379	93.3777
SSTP_0000016200.1	1296	1120.67	20	0.287833
SSTP_0000016300.1	219	66.7839	0	0
SSTP_0000016400.1	204	56.4115	1	0.285905
SSTP_0000016500.1	486	311.375	1	0.051797
SSTP_0000016600.1	486	311.375	1	0.051797
SSTP_0000016700.1	333	163.266	1	0.0987853
SSTP_0000016800.1	213	62.6213	0	0
SSTP_0000016900.1	453	278.803	2	0.115697
SSTP_0000017000.1	963	787.672	3	0.0614277
SSTP_0000017100.1	801	625.705	924	23.8172
SSTP_0000017200.1	552	376.85	13	0.55637
SSTP_0000017300.1	318	149.31	4	0.432077
SSTP_0000017400.1	489	314.344	5068	260.028
SSTP_0000017500.1	456	281.789	92	5.26565
SSTP_0000017600.1	2787	2611.67	18491	114.191
SSTP_0000017700.1	5133	4957.67	428	1.39237
SSTP_0000017800.1	1242	1066.67	6487	98.0848
SSTP_0000017900.1	702	526.705	6	0.183727
SSTP_0000018000.1	870	694.672	22	0.510777
SSTP_0000018100.1	906	730.672	311	6.86478
SSTP_0000018200.1	2679	2503.67	591	3.80714
SSTP_0000018300.1	312	143.868	292	32.7346
SSTP_0000018400.1	1782	1606.67	3661	36.7503
SSTP_0000018500.1	1359	1183.67	5410.94	73.7276
SSTP_0000018600.1	1620	1444.67	57	0.636347
SSTP_0000018700.1	4320	4144.67	2502	9.73612
SSTP_0000018800.1	1269	1093.67	2721	40.1264
SSTP_0000018900.2	921	745.672	3767	81.4773
SSTP_0000019000.1	375	202.785	48	3.81764
SSTP_0000019100.1	996	820.672	314	6.1709
SSTP_0000019200.1	204	56.4115	7.11509	2.03424
SSTP_0000019300.1	1243	1067.67	245.353	3.70631
SSTP_0000019400.1	82	26.2051	5	3.07732
SSTP_0000019500.1	456	281.789	243	13.9082
SSTP_0000019600.1	1257	1081.67	66	0.984095
SSTP_0000019700.1	1709	1533.67	62.8371	0.660804
SSTP_0000019800.1	864	688.672	1222	28.6185
SSTP_0000019900.1	831	655.705	431	10.6013
SSTP_0000020000.1	756	580.705	1	0.0277737
SSTP_0000020100.1	1206	1030.67	451	7.0574
SSTP_0000020200.1	693	517.705	3	0.0934604
SSTP_0000020300.1	453	278.803	24	1.38836
SSTP_0000020400.3	2577	2401.67	233	1.5647
SSTP_0000020500.1	1353	1177.67	8173	111.93
SSTP_0000020600.1	1395	1219.67	11749	155.363
SSTP_0000020700.1	483	308.406	12	0.627547
SSTP_0000020800.1	2754	2578.67	5441	34.0307
SSTP_0000020900.1	2088	1912.67	260402	2195.79
SSTP_0000021000.1	2457	2281.67	16588	117.254
SSTP_0000021100.1	543	367.943	1258	55.1429
SSTP_0000021200.1	234	78.2135	4	0.824835
SSTP_0000021300.1	669	493.705	2166	70.7587
SSTP_0000021400.1	351	180.063	918	82.2254
SSTP_0000021500.1	1749	1573.67	29	0.297216
SSTP_0000021600.1	1236	1060.67	24	0.364938
SSTP_0000021700.1	627	451.751	7122	254.268
SSTP_0000021800.1	2553	2377.67	8821	59.8349
SSTP_0000021900.1	1131	955.672	164988	2784.4
SSTP_0000022000.1	552	376.85	6149	263.163
SSTP_0000022100.1	606	430.773	2928	109.625
SSTP_0000022200.1	3036	2860.67	10439	58.8545
SSTP_0000022300.1	3360	3184.67	5793	29.3378
SSTP_0000022400.1	987	811.672	445	8.84236
SSTP_0000022500.1	1188	1012.67	6363	101.34
SSTP_0000022600.1	1329	1153.67	26	0.363479
SSTP_0000022700.1	534	358.979	1277	57.3734
SSTP_0000022750.1	105	13.5828	3	3.56223
SSTP_0000022800.1	489	314.344	1372	70.3943
SSTP_0000022900.1	3795	3619.67	12140	54.0926
SSTP_0000023000.1	2838	2662.67	2892	17.5174
SSTP_0000023100.1	4818	4642.67	14486	50.3233
SSTP_0000023200.1	750	574.705	748	20.9916
SSTP_0000023300.1	987	811.672	11767	233.816
SSTP_0000023400.1	2019	1843.67	4182	36.5838
SSTP_0000023500.1	2067	1891.67	616	5.25199
SSTP_0000023600.1	885	709.672	1041	23.6582
SSTP_0000023700.1	891	715.672	2	0.0450718
SSTP_0000023800.1	993	817.672	4	0.0788986
SSTP_0000023900.1	1050	874.672	17	0.313467
SSTP_0000024000.1	813	637.705	84	2.12446
SSTP_0000024100.1	1827	1651.67	22	0.214826
SSTP_0000024200.1	4518	4342.67	4692	17.4257
SSTP_0000024300.1	1113	937.672	149	2.56285
SSTP_0000024400.1	777	601.705	3627	97.2193
SSTP_0000024500.1	558	382.812	1295	54.5598
SSTP_0000024600.1	1233	1057.67	8391	127.953
SSTP_0000024700.1	324	154.747	1026	106.934
SSTP_0000024800.1	948	772.672	4443	92.7406
SSTP_0000024900.1	279	114.759	9713	1365.07
SSTP_0000025000.1	252	92.0937	4098	717.68
SSTP_0000025100.1	624	448.773	79	2.83915
SSTP_0000025200.1	849	673.672	13	0.311231
SSTP_0000025300.1	816	640.705	1023	25.7517
SSTP_0000025400.1	1485	1309.67	6591	81.1666
SSTP_0000025500.1	1722	1546.67	7	0.0729942
SSTP_0000025600.1	3468	3292.67	1683.28	8.24513
SSTP_0000025700.1	870	694.672	223	5.17742
SSTP_0000025800.1	4347	4171.67	21919	84.7421
SSTP_0000025900.1	1590	1414.67	805	9.17759
SSTP_0000026000.1	453	278.803	477	27.5936
SSTP_0000026100.1	5187	5011.67	20856	67.1177
SSTP_0000026200.1	390	217.201	430	31.9297
SSTP_0000026300.1	1269	1093.67	2238	33.0036
SSTP_0000026400.1	1860	1684.67	257	2.4604
SSTP_0000026500.1	3183	3007.67	4676	25.0745
SSTP_0000026600.1	549	373.869	3241	139.813
SSTP_0000026700.1	3471	3295.67	334.274	1.63586
SSTP_0000026800.1	1287	1111.67	69	1.00106
SSTP_0000026900.1	1047	871.672	10439	193.15
SSTP_0000027000.1	2301	2125.67	1354	10.2733
SSTP_0000027100.1	1866	1690.67	6222	59.3553
SSTP_0000027200.1	1617	1441.67	2550	28.5274
SSTP_0000027300.1	372	199.866	22710	1832.6
SSTP_0000027400.1	885	709.672	3898	88.5876
SSTP_0000027500.1	2352	2176.67	731	5.41643
SSTP_0000027600.1	3912	3736.67	9835	42.45
SSTP_0000027700.1	645	469.705	1163	39.934
SSTP_0000027800.1	2274	2098.67	4079	31.3471
SSTP_0000027900.1	2451	2275.67	10405	73.743
SSTP_0000028000.1	4629	4453.67	17993	65.1589
SSTP_0000028100.1	420	246.447	667	43.6506
SSTP_0000028200.1	564	388.773	53645	2225.47
SSTP_0000028300.1	1332	1156.67	22	0.306762
SSTP_0000028400.1	1527	1351.67	378	4.51034
SSTP_0000028500.1	1332	1156.67	7943	110.755
SSTP_0000028600.1	873	697.672	70	1.61821
SSTP_0000028700.1	414	240.557	24	1.60909
SSTP_0000028800.1	537	361.961	225	10.0256
SSTP_0000028900.1	990	814.672	4213	83.406
SSTP_0000029000.1	1239	1063.67	8641	131.022
SSTP_0000029100.1	1950	1774.67	331	3.00814
