target_id	length	eff_length	est_counts	tpm
SRAE_0000000100.1	1707	1335.35	4921	67.9147
SRAE_0000000200.1	705	333.433	175	9.67237
SRAE_0000000250.1	1026	654.345	1	0.0281642
SRAE_0000000300.1	465	95.7691	390	75.0486
SRAE_0000000400.1	480	109.333	205	34.5548
SRAE_0000000500.1	264	55.1637	43	14.3654
SRAE_0000000600.1	492	120.818	560	85.42
SRAE_0000000700.1	1035	663.345	0	0
SRAE_0000000800.1	459	90.5804	16	3.25529
SRAE_0000000900.1	360	54.7352	764	257.235
SRAE_0000001000.1	1035	663.345	35	0.972371
SRAE_0000001100.1	1238	866.345	0	0
SRAE_0000001200.1	1167	795.345	5494	127.302
SRAE_0000001300.1	1188	816.345	12	0.270901
SRAE_0000001400.1	1095	723.345	606	15.4394
SRAE_0000001500.1	2169	1797.35	1154	11.8325
SRAE_0000001600.1	426	68.1769	685	185.164
SRAE_0000001700.1	1347	975.345	7567	142.978
SRAE_0000001800.1	1035	663.345	1372	38.117
SRAE_0000001900.1	618	246.446	18	1.34603
SRAE_0000002000.1	1682	1310.35	6033	84.8499
SRAE_0000002100.1	720	348.433	15	0.793369
SRAE_0000002200.1	2688	2316.35	1304	10.3748
SRAE_0000002300.1	447	81.2605	171	38.7811
SRAE_0000002500.1	1749	1377.35	22	0.294363
SRAE_0000002600.1	2040	1668.35	77	0.850567
SRAE_0000002700.1	984	612.345	0	0
SRAE_0000002800.1	396	57.9015	30	9.54851
SRAE_0000002900.1	997	625.345	6	0.176821
SRAE_0000003000.1	1104	732.345	2	0.0503289
SRAE_0000003100.1	855	483.433	6	0.228727
SRAE_0000003200.1	1128	756.345	273	6.65191
SRAE_0000003300.1	687	315.433	45	2.62911
SRAE_0000003400.1	645	273.433	152	10.2446
SRAE_0000003500.1	775	403.433	2941	134.347
SRAE_0000003600.1	375	55.2396	16	5.33794
SRAE_0000003700.1	705	333.433	1	0.0552707
SRAE_0000003800.1	1230	858.345	5	0.107352
SRAE_0000003900.1	1350	978.345	1500	28.2555
SRAE_0000004000.1	660	288.433	3932	251.23
SRAE_0000004100.1	1008	636.345	2305	66.7547
SRAE_0000004200.1	759	387.433	51	2.42592
SRAE_0000004300.1	306	54.5008	1	0.338143
SRAE_0000004400.1	1686	1314.35	2230	31.2679
SRAE_0000004500.1	1689	1317.35	3333	46.6272
SRAE_0000004600.1	216	50.336	9	3.29509
SRAE_0000004700.1	1440	1068.35	2707	46.6961
SRAE_0000004800.1	1824	1452.35	775	9.83412
SRAE_0000004900.1	721	349.433	23071	1216.76
SRAE_0000005000.1	3756	3384.35	5003	27.2433
SRAE_0000005100.1	870	498.433	122	4.51083
SRAE_0000005200.1	1772	1400.35	590	7.76463
SRAE_0000005300.1	1596	1224.35	884	13.3061
SRAE_0000005400.1	684	312.433	1116	65.828
SRAE_0000005500.1	1755	1383.35	152	2.02496
SRAE_0000005600.1	936	564.433	295	9.63192
SRAE_0000005700.1	939	567.433	121	3.92983
SRAE_0000005800.1	672	300.433	767	47.0491
SRAE_0000005900.1	1584	1212.35	1915	29.1103
SRAE_0000006000.1	1112	740.345	1275	31.738
SRAE_0000006100.1	1305	933.345	4629	91.4005
SRAE_0000006200.1	770	398.433	2832	130.991
SRAE_0000006300.1	1193	821.345	7238	162.404
SRAE_0000006400.1	1086	714.345	603	15.5565
SRAE_0000006500.1	1338	966.345	292	5.56871
SRAE_0000006600.1	713	341.433	50	2.69878
SRAE_0000006700.1	1593	1221.35	1880	28.3676
SRAE_0000006800.1	1818	1446.35	4373	55.72
SRAE_0000006900.1	1346	974.345	13794	260.904
SRAE_0000007000.1	696	324.433	379	21.5287
SRAE_0000007100.1	3384	3012.35	32	0.195771
SRAE_0000007200.1	414	62.9155	3	0.878753
SRAE_0000007300.1	2109	1737.35	350	3.71266
SRAE_0000007400.1	2892	2520.35	574	4.19716
SRAE_0000007500.1	1587	1215.35	715	10.842
SRAE_0000007600.1	1569	1197.35	190	2.92441
SRAE_0000007700.1	996	624.345	13	0.383727
SRAE_0000007800.1	975	603.345	2	0.0610897
SRAE_0000007900.1	1152	780.345	8260	195.073
SRAE_0000008000.1	1146	774.345	6935	165.05
SRAE_0000008100.1	1263	891.345	1168	24.1491
SRAE_0000008200.1	1167	795.345	24355	564.334
SRAE_0000008300.1	1632	1260.35	2.36361	0.0345614
SRAE_0000008400.1	309	54.0773	0	0
SRAE_0000008500.1	639	267.433	3.63639	0.250587
SRAE_0000008600.1	1812	1440.35	1	0.0127949
SRAE_0000008700.1	3075	2703.35	15	0.102257
SRAE_0000008800.1	945	573.405	0	0
SRAE_0000008900.1	1188	816.345	2	0.0451502
SRAE_0000009000.1	1482	1110.35	64	1.06225
SRAE_0000009100.1	216	50.336	7	2.56285
SRAE_0000009200.1	1074	702.345	0	0
SRAE_0000009300.1	693	321.433	0	0
SRAE_0000009400.1	1254	882.345	10236	213.794
SRAE_0000009500.1	687	315.433	10	0.584247
SRAE_0000009600.1	4530	4158.35	257	1.13898
SRAE_0000009700.1	645	273.433	589	39.6979
SRAE_0000009800.1	963	591.375	1549	48.2716
SRAE_0000009900.1	2826	2454.35	2980	22.3761
SRAE_0000010000.1	2034	1662.35	2604	28.8684
SRAE_0000010100.1	2103	1731.35	2099	22.3425
SRAE_0000010200.1	1878	1506.35	10526	128.778
SRAE_0000010300.1	696	324.433	1117	63.45
SRAE_0000010400.1	1915	1543.35	41532	495.934
SRAE_0000010500.1	5855	5483.35	866	2.91056
SRAE_0000010600.1	243	52.6612	327	114.435
SRAE_0000010700.1	780	408.433	3008	135.725
SRAE_0000010800.1	555	183.506	1864	187.197
SRAE_0000010900.1	543	171.515	953	102.399
SRAE_0000011000.1	738	366.433	419	21.0728
SRAE_0000011100.1	1028	656.345	21318	598.574
SRAE_0000011200.1	1458	1086.35	721	12.2313
SRAE_0000011300.1	993	621.345	77	2.28382
SRAE_0000011400.1	1572	1200.35	2665	40.9161
SRAE_0000011500.1	459	90.5804	4788	974.145
SRAE_0000011600.1	1008	636.345	32	0.926746
SRAE_0000011700.1	744	372.433	1460	72.245
SRAE_0000011800.1	2462	2090.35	173	1.52522
SRAE_0000011900.1	2691	2319.35	3768	29.9398
SRAE_0000012000.1	1093	721.345	2140	54.6732
SRAE_0000012100.1	573	201.478	5416	495.399
SRAE_0000012200.1	273	55.3571	11	3.66204
SRAE_0000012300.1	429	69.7406	1	0.264252
SRAE_0000012400.1	954	582.405	5	0.158215
SRAE_0000012500.1	882	510.433	20	0.722096
SRAE_0000012600.1	996	624.345	9	0.265657
SRAE_0000012700.1	264	55.1637	2	0.66816
SRAE_0000012800.1	1182	810.345	62	1.41002
SRAE_0000012900.1	1527	1155.35	16	0.255218
SRAE_0000013000.1	681	309.433	5	0.297788
SRAE_0000013100.1	858	486.433	3554	134.647
SRAE_0000013200.1	498	126.713	1701	247.393
SRAE_0000013300.1	1095	723.345	586	14.9299
SRAE_0000013400.1	1829	1457.35	61711	780.376
SRAE_0000013500.1	1185	813.345	448	10.151
SRAE_0000013600.1	903	531.433	1001	34.7127
SRAE_0000013700.1	1221	849.345	127	2.75564
SRAE_0000013800.1	887	515.433	6882	246.063
SRAE_0000013900.1	1056	684.345	1974	53.1588
SRAE_0000014000.1	867	495.433	2	0.0743958
SRAE_0000014100.1	1113	741.345	13	0.323167
SRAE_0000014150.1	1968	1596.35	2382	27.4991
SRAE_0000014200.1	2085	1713.35	29	0.31193
SRAE_0000014300.1	1171	799.345	7272	167.658
SRAE_0000014400.1	2480	2108.35	22315	195.056
SRAE_0000014500.1	1524	1152.35	3101	49.5933
SRAE_0000014600.1	1173	801.345	2938	67.5672
SRAE_0000014700.1	2493	2121.35	398	3.45761
