target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	124.86	2.39454	0.300904
SSTP_0000000200.2	653	484.727	0	0
SSTP_0000000300.1	1536	1367.58	16.5642	0.190041
SSTP_0000000400.1	480	312.543	110	5.52222
SSTP_0000000500.1	4635	4466.58	15728	55.2496
SSTP_0000000600.1	687	518.727	0	0
SSTP_0000000700.1	300	138.457	0	0
SSTP_0000000800.1	1086	917.575	12	0.205196
SSTP_0000000900.1	372	206.209	0	0
SSTP_0000001000.1	780	611.645	0	0
SSTP_0000001050.1	291	130.277	0	0
SSTP_0000001100.1	480	312.543	0	0
SSTP_0000001200.1	1257	1088.58	0	0
SSTP_0000001300.1	528	360.207	0	0
SSTP_0000001400.1	249	93.7403	0	0
SSTP_0000001425.1	297	135.669	0	0
SSTP_0000001450.1	246	91.3532	0	0
SSTP_0000001475.1	435	268.06	2	0.117065
SSTP_0000001500.1	315	152.087	6	0.618998
SSTP_0000001600.1	1194	1025.58	15	0.229485
SSTP_0000001700.1	516	348.331	2	0.0900881
SSTP_0000001750.1	270	111.561	15	2.10965
SSTP_0000001800.1	1464	1295.58	1473	17.839
SSTP_0000001900.1	1818	1649.58	858	8.16103
SSTP_0000002000.1	1212	1043.58	693	10.4193
SSTP_0000002100.1	1539	1370.58	525	6.01016
SSTP_0000002200.1	2877	2708.58	7146	41.3954
SSTP_0000002300.1	861	692.611	26048	590.085
SSTP_0000002400.1	1533	1364.58	1381	15.8791
SSTP_0000002500.1	918	749.575	251	5.25398
SSTP_0000002600.1	783	614.645	35	0.893457
SSTP_0000002700.1	993	824.575	15	0.285424
SSTP_0000002800.1	660	491.727	22	0.701986
SSTP_0000002900.1	585	416.884	4278	161.011
SSTP_0000002950.1	450	282.825	14	0.776676
SSTP_0000003000.1	1263	1094.58	463	6.6369
SSTP_0000003100.1	1281	1112.58	560	7.89748
SSTP_0000003200.1	4065	3896.58	8220	33.0993
SSTP_0000003300.1	1254	1085.58	4848	70.0701
SSTP_0000003400.1	1422	1253.58	311	3.8926
SSTP_0000003500.1	831	662.645	1702	40.3003
SSTP_0000003600.1	861	692.611	129	2.92233
SSTP_0000003700.1	2061	1892.58	15016	124.489
SSTP_0000003800.1	1092	923.575	6915	117.476
SSTP_0000003900.1	5655	5486.58	22636	64.7334
SSTP_0000004000.1	1152	983.575	13	0.207379
SSTP_0000004100.1	222	71.9504	317	69.1283
SSTP_0000004200.1	393	226.688	189	13.0817
SSTP_0000004300.1	681	512.727	57	1.74429
SSTP_0000004400.1	873	704.611	81	1.8037
SSTP_0000004500.1	609	440.798	9	0.320356
SSTP_0000004600.1	1698	1529.58	2	0.0205158
SSTP_0000004650.1	279	119.467	0	0
SSTP_0000004700.1	3486	3317.58	3	0.0141883
SSTP_0000004800.1	1023	854.575	0	0
SSTP_0000004900.1	999	830.575	0	0
SSTP_0000005000.1	3180	3011.58	0	0
SSTP_0000005050.1	396	229.654	0	0
SSTP_0000005100.1	1782	1613.58	326	3.16999
SSTP_0000005200.1	294	133.003	0	0
SSTP_0000005225.1	393	226.688	5	0.346076
SSTP_0000005250.1	255	98.675	0	0
SSTP_0000005275.1	288	127.558	0	0
SSTP_0000005300.1	243	88.8086	0	0
SSTP_0000005400.1	525	357.225	0	0
SSTP_0000005500.1	906	737.575	1	0.0212727
SSTP_0000005600.1	1515	1346.58	0	0
SSTP_0000005700.1	750	581.675	0	0
SSTP_0000005800.1	1335	1166.58	0	0
SSTP_0000005900.1	711	542.675	0	0
SSTP_0000006000.1	300	138.457	0	0
SSTP_0000006050.1	222	71.9504	0	0
SSTP_0000006100.1	300	138.457	1	0.113322
SSTP_0000006200.1	510	342.349	0	0
SSTP_0000006300.1	609	440.798	0	0
SSTP_0000006400.1	906	737.575	1	0.0212727
SSTP_0000006425.1	231	79.0793	0	0
SSTP_0000006500.1	957	788.575	3	0.0596909
SSTP_0000006600.1	60	21.8161	35	25.1722
SSTP_0000006700.1	41	13.8	23	26.1504
SSTP_0000006800.1	342	177.482	58.9683	5.21308
SSTP_0000006900.1	675	506.727	0	0
SSTP_0000007000.1	2602	2433.58	0	0
SSTP_0000007100.1	198	54.3049	182	52.5851
SSTP_0000007200.1	5263	5094.58	90.384	0.278364
SSTP_0000007300.1	201	56.4658	18	5.00169
