target_id	length	eff_length	est_counts	tpm
SRAE_0000000100.1	1707	1336.76	3594	58.0625
SRAE_0000000200.1	705	334.868	136	8.77076
SRAE_0000000250.1	1026	655.762	1	0.0329326
SRAE_0000000300.1	465	96.9671	296	65.9234
SRAE_0000000400.1	480	110.699	152	29.6532
SRAE_0000000500.1	264	53.0301	39	15.8823
SRAE_0000000600.1	492	122.201	451	79.7026
SRAE_0000000700.1	1035	664.762	2	0.0649734
SRAE_0000000800.1	459	91.9045	17	3.9947
SRAE_0000000900.1	360	54.6912	740	292.204
SRAE_0000001000.1	1035	664.762	27	0.877141
SRAE_0000001100.1	1238	867.762	1	0.0248869
SRAE_0000001200.1	1167	796.762	4001	108.446
SRAE_0000001300.1	1188	817.762	12	0.316903
SRAE_0000001400.1	1095	724.762	435	12.9618
SRAE_0000001500.1	2169	1798.76	1091	13.0985
SRAE_0000001600.1	426	69.3739	667	207.636
SRAE_0000001700.1	1347	976.762	6545	144.708
SRAE_0000001800.1	1035	664.762	1138	36.9699
SRAE_0000001900.1	618	247.868	24	2.09104
SRAE_0000002000.1	1682	1311.76	5395	88.8195
SRAE_0000002100.1	720	349.851	26	1.60495
SRAE_0000002200.1	2688	2317.76	1245	11.6004
SRAE_0000002300.1	447	82.4263	132	34.5844
SRAE_0000002500.1	1749	1378.76	23	0.360255
SRAE_0000002600.1	2040	1669.76	66	0.853614
SRAE_0000002700.1	984	613.762	0	0
SRAE_0000002800.1	396	58.567	49	18.0682
SRAE_0000002900.1	997	626.762	10	0.344563
SRAE_0000003000.1	1104	733.762	0	0
SRAE_0000003100.1	855	484.762	4	0.178198
SRAE_0000003200.1	1128	757.762	176	5.01593
SRAE_0000003300.1	687	316.868	42	2.86248
SRAE_0000003400.1	645	274.868	183	14.378
SRAE_0000003500.1	775	404.831	2727	145.473
SRAE_0000003600.1	375	55.7687	19	7.35758
SRAE_0000003700.1	705	334.868	2	0.128982
SRAE_0000003800.1	1230	859.762	8	0.200948
SRAE_0000003900.1	1350	979.762	1283	28.2799
SRAE_0000004000.1	660	289.868	3429	255.47
SRAE_0000004100.1	1008	637.762	2224	75.3092
SRAE_0000004200.1	759	388.851	47	2.61028
SRAE_0000004300.1	306	52.3978	1	0.412154
SRAE_0000004400.1	1686	1315.76	1786	29.3141
SRAE_0000004500.1	1689	1318.76	3026	49.5535
SRAE_0000004600.1	216	46.4715	1	0.464713
SRAE_0000004700.1	1440	1069.76	2275	45.9268
SRAE_0000004800.1	1824	1453.76	685	10.1758
SRAE_0000004900.1	721	350.851	20442	1258.27
SRAE_0000005000.1	3756	3385.76	5068	32.326
SRAE_0000005100.1	870	499.762	130	5.61762
SRAE_0000005200.1	1772	1401.76	442	6.80957
SRAE_0000005300.1	1596	1225.76	781	13.76
SRAE_0000005400.1	684	313.868	1034	71.1452
SRAE_0000005500.1	1755	1384.76	101	1.57514
SRAE_0000005600.1	936	565.762	230	8.77942
SRAE_0000005700.1	939	568.762	117	4.4425
SRAE_0000005800.1	672	301.868	750	53.6558
SRAE_0000005900.1	1584	1213.76	2070	36.8306
SRAE_0000006000.1	1112	741.762	1409	41.0221
SRAE_0000006100.1	1305	934.762	3949	91.2343
SRAE_0000006200.1	770	399.851	2562	138.374
SRAE_0000006300.1	1193	822.762	6533	171.479
SRAE_0000006400.1	1086	715.762	680	20.5169
SRAE_0000006500.1	1338	967.762	232	5.17716
SRAE_0000006600.1	713	342.851	69	4.34626
SRAE_0000006700.1	1593	1222.76	1700	30.0247
SRAE_0000006800.1	1818	1447.76	3913	58.3693
SRAE_0000006900.1	1346	975.762	12238	270.856
SRAE_0000007000.1	696	325.868	463	30.684
SRAE_0000007100.1	3384	3013.76	39	0.279465
SRAE_0000007200.1	414	63.9222	3	1.01354
SRAE_0000007300.1	2109	1738.76	253	3.14233
SRAE_0000007400.1	2892	2521.76	493	4.22197
SRAE_0000007500.1	1587	1216.76	669	11.8739
SRAE_0000007600.1	1569	1198.76	75	1.35114
SRAE_0000007700.1	996	625.762	8	0.276091
SRAE_0000007800.1	975	604.762	2	0.0714196
SRAE_0000007900.1	1152	781.762	5791	159.975
SRAE_0000008000.1	1146	775.762	5037	140.222
SRAE_0000008100.1	1263	892.762	700	16.933
SRAE_0000008200.1	1167	796.762	19948	540.683
SRAE_0000008300.1	1632	1261.76	1	0.0171157
SRAE_0000008400.1	309	52.5353	0	0
SRAE_0000008500.1	639	268.868	0	0
SRAE_0000008600.1	1812	1441.76	1	0.0149788
SRAE_0000008700.1	3075	2704.76	24	0.191626
SRAE_0000008800.1	945	574.762	0	0
SRAE_0000008900.1	1188	817.762	4	0.105634
SRAE_0000009000.1	1482	1111.76	33	0.641024
SRAE_0000009100.1	216	46.4715	15	6.9707
SRAE_0000009200.1	1074	703.762	0	0
SRAE_0000009300.1	693	322.868	1	0.0668878
SRAE_0000009400.1	1254	883.762	8771	214.331
SRAE_0000009500.1	687	316.868	1	0.0681544
SRAE_0000009600.1	4530	4159.76	308.5	1.60162
SRAE_0000009700.1	645	274.868	548	43.0555
SRAE_0000009800.1	963	592.762	1341	48.8563
SRAE_0000009900.1	2826	2455.76	2880	25.3267
SRAE_0000010000.1	2034	1663.76	2377	30.8539
SRAE_0000010100.1	2103	1732.76	1843	22.9699
SRAE_0000010200.1	1878	1507.76	9602	137.531
SRAE_0000010300.1	696	325.868	944	62.5608
SRAE_0000010400.1	1915	1544.76	34375	480.566
SRAE_0000010500.1	5855	5484.76	869	3.42164
SRAE_0000010600.1	243	51.7909	241	100.493
SRAE_0000010700.1	780	409.831	2248	118.458
SRAE_0000010800.1	555	184.934	1643	191.864
SRAE_0000010900.1	543	172.952	916	114.378
SRAE_0000011000.1	738	367.851	380	22.3092
SRAE_0000011100.1	1028	657.762	17838	585.665
SRAE_0000011200.1	1458	1087.76	668	13.2622
SRAE_0000011300.1	993	622.762	107	3.71051
SRAE_0000011400.1	1572	1201.76	2992	53.7669
SRAE_0000011500.1	459	91.9045	3815	896.457
SRAE_0000011600.1	1008	637.762	21	0.711103
SRAE_0000011700.1	744	373.851	1264	73.0165
SRAE_0000011800.1	2462	2091.76	123	1.26989
SRAE_0000011900.1	2691	2320.76	3470	32.2902
SRAE_0000012000.1	1093	722.762	1981	59.1917
SRAE_0000012100.1	573	202.924	4088	435.06
SRAE_0000012200.1	273	53.329	12	4.85948
SRAE_0000012300.1	429	71.0262	2	0.608112
SRAE_0000012400.1	954	583.762	2	0.0739888
SRAE_0000012500.1	882	511.762	15	0.632987
SRAE_0000012600.1	996	625.762	7	0.24158
SRAE_0000012700.1	264	53.0301	2	0.814479
SRAE_0000012800.1	1182	811.762	68	1.80906
SRAE_0000012900.1	1527	1156.76	12	0.224032
SRAE_0000013000.1	681	310.868	10	0.694698
SRAE_0000013100.1	858	487.762	3188	141.15
SRAE_0000013200.1	498	128.071	1401	236.244
SRAE_0000013300.1	1095	724.762	438	13.0512
SRAE_0000013400.1	1829	1458.76	51923	768.683
SRAE_0000013500.1	1185	814.762	325	8.61439
SRAE_0000013600.1	903	532.762	869	35.2256
SRAE_0000013700.1	1221	850.762	92	2.33535
SRAE_0000013800.1	887	516.762	5416	226.339
SRAE_0000013900.1	1056	685.762	1741	54.8274
SRAE_0000014000.1	867	496.762	1	0.0434734
SRAE_0000014100.1	1113	742.762	13	0.377977
SRAE_0000014150.1	1968	1597.76	2146	29.0061
SRAE_0000014200.1	2085	1714.76	27	0.340041
