target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	118.551	31.2886	3.52558
SSTP_0000000200.1	653	476.446	0	0
SSTP_0000000300.1	1536	1359.36	4525.42	44.4706
SSTP_0000000400.1	480	304.134	635.5	27.9126
SSTP_0000000500.1	4635	4458.36	9524	28.536
SSTP_0000000600.1	687	510.421	7.77424	0.20346
SSTP_0000000700.1	300	131.884	0	0
SSTP_0000000800.1	1086	909.362	52	0.763864
SSTP_0000000900.1	372	198.482	5	0.33651
SSTP_0000001000.1	780	603.394	4	0.088554
SSTP_0000001050.1	291	123.88	4	0.43133
SSTP_0000001100.1	480	304.134	9	0.3953
SSTP_0000001200.1	1257	1080.36	1	0.0123646
SSTP_0000001300.1	528	351.762	5	0.189876
SSTP_0000001400.1	249	88.1773	0	0
SSTP_0000001425.1	297	129.184	2	0.20681
SSTP_0000001450.1	246	85.7476	0	0
SSTP_0000001475.1	435	259.629	3	0.154354
SSTP_0000001500.1	315	145.426	3	0.275568
SSTP_0000001600.1	1194	1017.36	28	0.367648
SSTP_0000001700.1	516	339.814	8	0.314484
SSTP_0000001750.1	270	105.633	2	0.252917
SSTP_0000001800.1	1464	1287.36	684	7.09749
SSTP_0000001900.1	1818	1641.36	221	1.79861
SSTP_0000002000.1	1212	1035.36	98	1.2644
SSTP_0000002100.1	1539	1362.36	90	0.882469
SSTP_0000002200.1	2877	2700.36	4415	21.8403
SSTP_0000002300.1	861	684.362	2658	51.8822
SSTP_0000002400.1	1533	1356.36	396	3.90004
SSTP_0000002500.1	918	741.362	138	2.48656
SSTP_0000002600.1	783	606.394	29	0.638841
SSTP_0000002700.1	993	816.362	55	0.899973
SSTP_0000002800.1	660	483.446	32	0.884202
SSTP_0000002900.1	585	408.579	2845	93.0156
SSTP_0000002950.1	450	274.334	3	0.14608
SSTP_0000003000.1	1263	1086.36	622	7.64831
SSTP_0000003100.1	1281	1104.36	266	3.21751
SSTP_0000003200.1	4065	3888.36	6019	20.6779
SSTP_0000003300.1	1254	1077.36	3206	39.7513
SSTP_0000003400.1	1422	1245.36	481	5.1594
SSTP_0000003500.1	831	654.362	2196	44.8295
SSTP_0000003600.1	861	684.362	1872	36.5401
SSTP_0000003700.1	2061	1884.36	4512	31.9856
SSTP_0000003800.1	1092	915.362	503	7.34049
SSTP_0000003900.1	5655	5478.36	5193	12.6624
SSTP_0000004000.1	1152	975.362	5	0.0684784
SSTP_0000004100.1	222	67.2371	31	6.15889
SSTP_0000004200.1	393	218.715	62	3.78672
SSTP_0000004300.1	681	504.421	203	5.37591
SSTP_0000004400.1	873	696.362	102	1.95666
SSTP_0000004500.1	609	432.537	386	11.921
SSTP_0000004600.1	1698	1521.36	10.4303	0.0915826
SSTP_0000004650.1	279	113.318	1	0.117883
SSTP_0000004700.1	3486	3309.36	40	0.16146
SSTP_0000004800.1	1023	846.362	0	0
SSTP_0000004900.1	999	822.362	7	0.113706
SSTP_0000005000.1	3180	3003.36	6	0.0266866
SSTP_0000005050.1	396	221.626	1	0.0602738
SSTP_0000005100.1	1782	1605.36	43	0.357804
SSTP_0000005200.1	294	126.505	0	0
SSTP_0000005225.1	393	218.715	1	0.0610761
SSTP_0000005250.1	255	93.1117	0	0
SSTP_0000005275.1	288	121.234	0	0
SSTP_0000005300.1	243	83.3625	0	0
SSTP_0000005400.1	525	348.762	0	0
SSTP_0000005500.1	906	729.362	16	0.29304
SSTP_0000005600.1	1515	1338.36	11	0.109792
SSTP_0000005700.1	750	573.394	4	0.0931872
SSTP_0000005800.1	1335	1158.36	1	0.011532
SSTP_0000005900.1	711	534.421	0	0
SSTP_0000006000.1	300	131.884	1	0.101288
SSTP_0000006050.1	222	67.2371	3	0.596021
SSTP_0000006100.1	300	131.884	0	0
SSTP_0000006200.1	510	333.881	2	0.080018
SSTP_0000006300.1	609	432.537	2	0.061767
SSTP_0000006400.1	906	729.362	3	0.054945
SSTP_0000006425.1	231	73.9619	5	0.903049
SSTP_0000006500.1	957	780.362	8	0.136944
SSTP_0000006600.1	60	27.1951	55	27.016
SSTP_0000006700.1	41	18.92	40	28.2416
SSTP_0000006800.1	342	170.194	172.899	13.5706
SSTP_0000006900.1	675	498.421	6.82781	0.182993
SSTP_0000007000.1	2602	2425.36	13.8714	0.0763999
SSTP_0000007100.1	198	50.1919	640	170.332
SSTP_0000007200.1	5263	5086.36	10.9683	0.028806
SSTP_0000007300.1	201	52.2356	71	18.1569
SSTP_0000007400.1	1146	969.362	8783	121.034
SSTP_0000007500.1	408	233.216	118	6.75887
SSTP_0000007600.1	1290	1113.36	1222	14.6617
SSTP_0000007700.1	546	369.617	8025	290.03
SSTP_0000007800.1	567	390.579	835	28.558
SSTP_0000007900.1	492	316.01	839	35.4659
SSTP_0000008000.1	3756	3579.36	4131	15.417
SSTP_0000008100.1	1701	1524.36	527	4.61819
SSTP_0000008200.1	1428	1251.36	2774	29.6124
SSTP_0000008300.1	282	115.911	53	6.10804
SSTP_0000008400.1	2142	1965.36	4168	28.3292
SSTP_0000008500.1	696	519.421	9367	240.897
SSTP_0000008600.1	780	603.394	801	17.7329
SSTP_0000008700.1	810	633.394	1700	35.8529
SSTP_0000008800.1	2457	2280.36	1437	8.41788
SSTP_0000008900.1	3666	3489.36	6573	25.1633
SSTP_0000009000.1	4140	3963.36	4664	15.7197
SSTP_0000009100.1	3690	3513.36	9477	36.0328
SSTP_0000009200.1	2886	2709.36	3142	15.4913
SSTP_0000009300.1	1272	1095.36	934	11.3904
SSTP_0000009400.1	678	501.421	1906	50.7773
SSTP_0000009500.1	1833	1656.36	1085	8.75032
SSTP_0000009600.1	2445	2268.36	4964	29.2327
SSTP_0000009700.1	2058	1881.36	4337	30.794
SSTP_0000009800.1	672	495.446	1374	37.0459
SSTP_0000009900.1	3045	2868.36	5772	26.8808
SSTP_0000010000.1	1428	1251.36	3794	40.5008
SSTP_0000010100.1	1287	1110.36	2006	24.1333
SSTP_0000010200.1	1254	1077.36	3891	48.2447
SSTP_0000010300.1	2454	2277.36	8295	48.6557
SSTP_0000010400.1	1170	993.362	2054	27.6212
SSTP_0000010500.1	1707	1530.36	1780	15.5373
SSTP_0000010600.1	4701	4524.36	1879	5.54778
SSTP_0000010700.1	810	633.394	950	20.0354
SSTP_0000010800.1	981	804.362	521	8.65239
SSTP_0000010900.1	1653	1476.36	238	2.15344
SSTP_0000011000.1	3972	3795.36	5989	21.079
SSTP_0000011100.1	2715	2538.36	172630	908.474
SSTP_0000011200.1	4266	4089.36	13911.5	45.4431
SSTP_0000011300.1	1209	1032.36	159	2.05738
SSTP_0000011400.1	1704	1527.36	114	0.99704
SSTP_0000011500.1	1125	948.362	293	4.12708
SSTP_0000011600.1	1509	1332.36	1435	14.3873
SSTP_0000011700.1	1335	1158.36	173	1.99504
SSTP_0000011800.1	1947	1770.36	3236	24.4172
SSTP_0000011900.1	1470	1293.36	234	2.41683
SSTP_0000012000.1	276	110.712	27	3.25775
SSTP_0000012100.1	954	777.362	1.0036	0.017246
SSTP_0000012200.1	657	480.446	3	0.0834116
SSTP_0000012300.1	630	453.493	1.45461	0.0428477
