target_id	length	eff_length	est_counts	tpm
SPAL_0000000100.1	650	471.793	0	0
SPAL_0000000200.1	301	128.731	0	0
SPAL_0000000300.1	819	640.793	1	0.0335591
SPAL_0000000400.1	5437	5258.79	284.445	1.16316
SPAL_0000000500.1	804	625.793	0	0
SPAL_0000000600.1	1140	961.793	1	0.0223587
SPAL_0000000650.1	255	89.3253	0	0
SPAL_0000000700.1	1437	1258.79	1012	17.2884
SPAL_0000000800.1	522	343.962	0	0
SPAL_0000000900.1	564	385.877	0	0
SPAL_0000001000.1	383	206.35	1	0.104213
SPAL_0000001100.1	825	646.793	1	0.0332478
SPAL_0000001200.1	234	72.8891	0	0
SPAL_0000001300.1	651	472.793	2	0.0909678
SPAL_0000001375.1	855	676.793	3	0.0953222
SPAL_0000001400.1	321	147.288	1	0.146003
SPAL_0000001500.1	861	682.793	1	0.0314949
SPAL_0000001600.1	396	219.052	1	0.0981708
SPAL_0000001700.1	1140	961.793	16	0.35774
SPAL_0000001800.1	1377	1198.79	28.6744	0.514373
SPAL_0000001900.1	950	771.793	1	0.027863
SPAL_0000002000.1	789	610.793	0	0
SPAL_0000002100.1	975	796.793	8	0.21591
SPAL_0000002200.1	222	64.1069	0	0
SPAL_0000002300.1	468	290.199	3	0.222308
SPAL_0000002400.1	1371	1192.79	18	0.324516
SPAL_0000002500.1	1386	1207.79	29	0.516338
SPAL_0000002533.1	360	184.006	0	0
SPAL_0000002566.1	222	64.1069	3	1.00634
SPAL_0000002600.1	963	784.793	161	4.41163
SPAL_0000002700.1	4359	4180.79	1079.52	5.55267
SPAL_0000002800.2	1125	946.793	1031.31	23.424
SPAL_0000002900.1	1155	976.793	101	2.22355
SPAL_0000003000.1	945	766.793	342	9.59128
SPAL_0000003100.1	12486	12307.8	5452	9.52587
SPAL_0000003200.1	1923	1744.79	4593	56.6085
SPAL_0000003300.1	546	367.939	88	5.14322
SPAL_0000003400.2	888	709.793	175	5.30194
SPAL_0000003500.1	3717	3538.79	5500	33.4223
SPAL_0000003600.1	1455	1276.79	38	0.640018
SPAL_0000003700.1	1032	853.793	256	6.44787
SPAL_0000003800.1	1128	949.793	1975	44.7164
SPAL_0000003900.1	1335	1156.79	1762	32.7551
SPAL_0000004000.1	1014	835.793	132	3.39628
SPAL_0000004100.1	1164	985.793	244	5.32271
SPAL_0000004200.1	5487	5308.79	1413	5.72368
SPAL_0000004300.1	483	305.071	944	66.5427
SPAL_0000004400.1	675	496.793	212	9.17675
SPAL_0000004450.1	546	367.939	68	3.97431
SPAL_0000004500.1	231	70.6696	2	0.608592
SPAL_0000004600.1	987	808.793	1	0.0265883
SPAL_0000004700.1	1569	1390.79	4	0.0618481
SPAL_0000004800.1	204	51.7024	0	0
SPAL_0000004900.1	208	54.3854	3	1.18623
SPAL_0000005000.1	705	526.793	2	0.0816429
SPAL_0000005100.1	1134	955.793	0	0
SPAL_0000005200.1	975	796.793	73	1.97018
SPAL_0000005300.1	921	742.793	1298	37.5782
SPAL_0000005400.1	3258	3079.79	5309	37.0698
SPAL_0000005500.1	2655	2476.79	1438	12.4853
SPAL_0000005600.1	1137	958.793	9415	211.166
SPAL_0000005700.2	2907	2728.79	2869	22.6094
SPAL_0000005800.1	426	248.635	15	1.29735
SPAL_0000005900.1	2859	2680.79	2797	22.4366
SPAL_0000006000.1	825	646.793	38	1.26342
SPAL_0000006100.1	1212	1033.79	4227	87.928
SPAL_0000006200.1	972	793.793	3	0.0812723
SPAL_0000006300.1	573	394.877	20	1.08917
SPAL_0000006400.1	525	346.962	31	1.92136
SPAL_0000006500.1	963	784.793	1491	40.8556
SPAL_0000006600.2	948	769.793	2823	78.8616
SPAL_0000006700.1	696	517.793	35	1.45359
SPAL_0000006800.1	1488	1309.79	6385	104.83
SPAL_0000006900.1	2016	1837.79	168	1.96581
SPAL_0000007000.1	1269	1090.79	7	0.138002
SPAL_0000007100.1	1251	1072.79	0	0
SPAL_0000007200.1	657	478.793	1	0.0449139
SPAL_0000007300.1	657	478.793	5	0.22457
SPAL_0000007400.1	1356	1177.79	18	0.328649
SPAL_0000007500.1	1371	1192.79	8	0.144229
SPAL_0000007600.1	216	59.8322	86	30.9095
SPAL_0000007700.1	300	127.859	1	0.168189
SPAL_0000007800.1	495	317.029	0	0
SPAL_0000007900.1	702	523.793	0	0
SPAL_0000008000.1	604	425.808	0	0
SPAL_0000008100.1	1527	1348.79	256.864	4.09531
SPAL_0000008200.1	381	204.364	0	0
SPAL_0000008300.1	1468	1289.79	28.8291	0.480662
